scenario,column_or_rhs,row_or_bounds,value
SCEN30,y_1_3_3,dem_1_3,0.6191
SCEN30,y_2_1_3,dem_2_3,1.374583
SCEN30,y_2_2_3,dem_2_3,0.932472
SCEN30,y_2_3_3,dem_2_3,0.6191
SCEN31,y_1_1_1,dem_1_1,0.799991
SCEN31,y_1_2_1,dem_1_1,1.346508
SCEN31,y_1_3_1,dem_1_1,0.917948
SCEN31,y_2_1_1,dem_2_1,0.799991
SCEN31,y_2_2_1,dem_2_1,1.346508
SCEN31,y_2_3_1,dem_2_1,0.917948
SCEN31,y_1_1_2,dem_1_2,0.858981
SCEN31,y_1_2_2,dem_1_2,1.183139
SCEN31,y_1_3_2,dem_1_2,1.406263
SCEN31,y_2_1_2,dem_2_2,0.858981
SCEN31,y_2_2_2,dem_2_2,1.183139
SCEN31,y_2_3_2,dem_2_2,1.406263
SCEN31,y_1_1_3,dem_1_3,0.508211
SCEN31,y_1_2_3,dem_1_3,1.364773
SCEN31,y_1_3_3,dem_1_3,0.55231
SCEN31,y_2_1_3,dem_2_3,0.508211
SCEN31,y_2_2_3,dem_2_3,1.364773
SCEN31,y_2_3_3,dem_2_3,0.55231
SCEN32,y_1_1_1,dem_1_1,1.34664
SCEN32,y_1_2_1,dem_1_1,1.293534
SCEN32,y_1_3_1,dem_1_1,1.248458
SCEN32,y_2_1_1,dem_2_1,1.34664
SCEN32,y_2_2_1,dem_2_1,1.293534
SCEN32,y_2_3_1,dem_2_1,1.248458
SCEN32,y_1_1_2,dem_1_2,0.885538
SCEN32,y_1_2_2,dem_1_2,1.305588
SCEN32,y_1_3_2,dem_1_2,0.727963
SCEN32,y_2_1_2,dem_2_2,0.885538
SCEN32,y_2_2_2,dem_2_2,1.305588
SCEN32,y_2_3_2,dem_2_2,0.727963
SCEN32,y_1_1_3,dem_1_3,0.853783
SCEN32,y_1_2_3,dem_1_3,0.963802
SCEN32,y_1_3_3,dem_1_3,0.570653
SCEN32,y_2_1_3,dem_2_3,0.853783
SCEN32,y_2_2_3,dem_2_3,0.963802
SCEN32,y_2_3_3,dem_2_3,0.570653
SCEN33,y_1_1_1,dem_1_1,0.67203
SCEN33,y_1_2_1,dem_1_1,1.156172
SCEN33,y_1_3_1,dem_1_1,1.312444
SCEN33,y_2_1_1,dem_2_1,0.67203
SCEN33,y_2_2_1,dem_2_1,1.156172
SCEN33,y_2_3_1,dem_2_1,1.312444
SCEN33,y_1_1_2,dem_1_2,0.813558
SCEN33,y_1_2_2,dem_1_2,1.050706
SCEN33,y_1_3_2,dem_1_2,1.495081
SCEN33,y_2_1_2,dem_2_2,0.813558
SCEN33,y_2_2_2,dem_2_2,1.050706
SCEN33,y_2_3_2,dem_2_2,1.495081
SCEN33,y_1_1_3,dem_1_3,0.951234
SCEN33,y_1_2_3,dem_1_3,0.700178
SCEN33,y_1_3_3,dem_1_3,0.97644
SCEN33,y_2_1_3,dem_2_3,0.951234
SCEN33,y_2_2_3,dem_2_3,0.700178
SCEN33,y_2_3_3,dem_2_3,0.97644
SCEN34,y_1_1_1,dem_1_1,0.559168
SCEN34,y_1_2_1,dem_1_1,0.578238
SCEN34,y_1_3_1,dem_1_1,0.96571
SCEN34,y_2_1_1,dem_2_1,0.559168
SCEN34,y_2_2_1,dem_2_1,0.578238
SCEN34,y_2_3_1,dem_2_1,0.96571
SCEN34,y_1_1_2,dem_1_2,1.244565
SCEN34,y_1_2_2,dem_1_2,0.62606
SCEN34,y_1_3_2,dem_1_2,1.044882
SCEN34,y_2_1_2,dem_2_2,1.244565
SCEN34,y_2_2_2,dem_2_2,0.62606
SCEN34,y_2_3_2,dem_2_2,1.044882
SCEN34,y_1_1_3,dem_1_3,1.009851
SCEN34,y_1_2_3,dem_1_3,1.310861
SCEN34,y_1_3_3,dem_1_3,0.72304
SCEN34,y_2_1_3,dem_2_3,1.009851
SCEN34,y_2_2_3,dem_2_3,1.310861
SCEN34,y_2_3_3,dem_2_3,0.72304
SCEN35,y_1_1_1,dem_1_1,0.602992
SCEN35,y_1_2_1,dem_1_1,1.14739
SCEN35,y_1_3_1,dem_1_1,0.784887
SCEN35,y_2_1_1,dem_2_1,0.602992
SCEN35,y_2_2_1,dem_2_1,1.14739
SCEN35,y_2_3_1,dem_2_1,0.784887
SCEN35,y_1_1_2,dem_1_2,1.407531
SCEN35,y_1_2_2,dem_1_2,0.534943
SCEN35,y_1_3_2,dem_1_2,0.509844
SCEN35,y_2_1_2,dem_2_2,1.407531
SCEN35,y_2_2_2,dem_2_2,0.534943
SCEN35,y_2_3_2,dem_2_2,0.509844
SCEN35,y_1_1_3,dem_1_3,0.522838
SCEN35,y_1_2_3,dem_1_3,0.581637
SCEN35,y_1_3_3,dem_1_3,0.83973
SCEN35,y_2_1_3,dem_2_3,0.522838
SCEN35,y_2_2_3,dem_2_3,0.581637
SCEN35,y_2_3_3,dem_2_3,0.83973
SCEN36,y_1_1_1,dem_1_1,1.004651
SCEN36,y_1_2_1,dem_1_1,0.642342
SCEN36,y_1_3_1,dem_1_1,1.279326
SCEN36,y_2_1_1,dem_2_1,1.004651
SCEN36,y_2_2_1,dem_2_1,0.642342
SCEN36,y_2_3_1,dem_2_1,1.279326
SCEN36,y_1_1_2,dem_1_2,0.911219
SCEN36,y_1_2_2,dem_1_2,1.210107
SCEN36,y_1_3_2,dem_1_2,0.685635
SCEN36,y_2_1_2,dem_2_2,0.911219
SCEN36,y_2_2_2,dem_2_2,1.210107
SCEN36,y_2_3_2,dem_2_2,0.685635
SCEN36,y_1_1_3,dem_1_3,0.912164
SCEN36,y_1_2_3,dem_1_3,1.216857
SCEN36,y_1_3_3,dem_1_3,0.585669
SCEN36,y_2_1_3,dem_2_3,0.912164
SCEN36,y_2_2_3,dem_2_3,1.216857
SCEN36,y_2_3_3,dem_2_3,0.585669
SCEN37,y_1_1_1,dem_1_1,0.528023
SCEN37,y_1_2_1,dem_1_1,0.503623
SCEN37,y_1_3_1,dem_1_1,1.360616
SCEN37,y_2_1_1,dem_2_1,0.528023
SCEN37,y_2_2_1,dem_2_1,0.503623
SCEN37,y_2_3_1,dem_2_1,1.360616
SCEN37,y_1_1_2,dem_1_2,1.444216
SCEN37,y_1_2_2,dem_1_2,1.06434
SCEN37,y_1_3_2,dem_1_2,1.297879
SCEN37,y_2_1_2,dem_2_2,1.444216
SCEN37,y_2_2_2,dem_2_2,1.06434
SCEN37,y_2_3_2,dem_2_2,1.297879
SCEN37,y_1_1_3,dem_1_3,1.091959
SCEN37,y_1_2_3,dem_1_3,0.882989
SCEN37,y_1_3_3,dem_1_3,0.846471
SCEN37,y_2_1_3,dem_2_3,1.091959
SCEN37,y_2_2_3,dem_2_3,0.882989
SCEN37,y_2_3_3,dem_2_3,0.846471
SCEN38,y_1_1_1,dem_1_1,1.201105
SCEN38,y_1_2_1,dem_1_1,1.384321
SCEN38,y_1_3_1,dem_1_1,1.278924
SCEN38,y_2_1_1,dem_2_1,1.201105
SCEN38,y_2_2_1,dem_2_1,1.384321
SCEN38,y_2_3_1,dem_2_1,1.278924
SCEN38,y_1_1_2,dem_1_2,0.735111
SCEN38,y_1_2_2,dem_1_2,0.744354
SCEN38,y_1_3_2,dem_1_2,0.90085
SCEN38,y_2_1_2,dem_2_2,0.735111
SCEN38,y_2_2_2,dem_2_2,0.744354
SCEN38,y_2_3_2,dem_2_2,0.90085
SCEN38,y_1_1_3,dem_1_3,0.932182
SCEN38,y_1_2_3,dem_1_3,0.751084
SCEN38,y_1_3_3,dem_1_3,1.010258
SCEN38,y_2_1_3,dem_2_3,0.932182
SCEN38,y_2_2_3,dem_2_3,0.751084
SCEN38,y_2_3_3,dem_2_3,1.010258
SCEN39,y_1_1_1,dem_1_1,0.529018
SCEN39,y_1_2_1,dem_1_1,0.572968
SCEN39,y_1_3_1,dem_1_1,0.936532
SCEN39,y_2_1_1,dem_2_1,0.529018
SCEN39,y_2_2_1,dem_2_1,0.572968
SCEN39,y_2_3_1,dem_2_1,0.936532
SCEN39,y_1_1_2,dem_1_2,0.535197
SCEN39,y_1_2_2,dem_1_2,0.699367
SCEN39,y_1_3_2,dem_1_2,0.925609
SCEN39,y_2_1_2,dem_2_2,0.535197
SCEN39,y_2_2_2,dem_2_2,0.699367
SCEN39,y_2_3_2,dem_2_2,0.925609
SCEN39,y_1_1_3,dem_1_3,1.379024
SCEN39,y_1_2_3,dem_1_3,0.571605
SCEN39,y_1_3_3,dem_1_3,1.149335
SCEN39,y_2_1_3,dem_2_3,1.379024
SCEN39,y_2_2_3,dem_2_3,0.571605
SCEN39,y_2_3_3,dem_2_3,1.149335
SCEN40,y_1_1_1,dem_1_1,1.219258
SCEN40,y_1_2_1,dem_1_1,0.729163
SCEN40,y_1_3_1,dem_1_1,1.338321
SCEN40,y_2_1_1,dem_2_1,1.219258
SCEN40,y_2_2_1,dem_2_1,0.729163
SCEN40,y_2_3_1,dem_2_1,1.338321
SCEN40,y_1_1_2,dem_1_2,0.509719
SCEN40,y_1_2_2,dem_1_2,1.147216
SCEN40,y_1_3_2,dem_1_2,1.091561
SCEN40,y_2_1_2,dem_2_2,0.509719
SCEN40,y_2_2_2,dem_2_2,1.147216
SCEN40,y_2_3_2,dem_2_2,1.091561
SCEN40,y_1_1_3,dem_1_3,0.858978
SCEN40,y_1_2_3,dem_1_3,0.947708
SCEN40,y_1_3_3,dem_1_3,0.569972
SCEN40,y_2_1_3,dem_2_3,0.858978
SCEN40,y_2_2_3,dem_2_3,0.947708
SCEN40,y_2_3_3,dem_2_3,0.569972
SCEN41,y_1_1_1,dem_1_1,0.823014
SCEN41,y_1_2_1,dem_1_1,1.404246
SCEN41,y_1_3_1,dem_1_1,1.096173
SCEN41,y_2_1_1,dem_2_1,0.823014
SCEN41,y_2_2_1,dem_2_1,1.404246
SCEN41,y_2_3_1,dem_2_1,1.096173
SCEN41,y_1_1_2,dem_1_2,0.630057
SCEN41,y_1_2_2,dem_1_2,1.270008
SCEN41,y_1_3_2,dem_1_2,0.727866
SCEN41,y_2_1_2,dem_2_2,0.630057
SCEN41,y_2_2_2,dem_2_2,1.270008
SCEN41,y_2_3_2,dem_2_2,0.727866
SCEN41,y_1_1_3,dem_1_3,0.710502
SCEN41,y_1_2_3,dem_1_3,0.792152
SCEN41,y_1_3_3,dem_1_3,1.112528
SCEN41,y_2_1_3,dem_2_3,0.710502
SCEN41,y_2_2_3,dem_2_3,0.792152
SCEN41,y_2_3_3,dem_2_3,1.112528
SCEN42,y_1_1_1,dem_1_1,0.702079
SCEN42,y_1_2_1,dem_1_1,1.33754
SCEN42,y_1_3_1,dem_1_1,1.369349
SCEN42,y_2_1_1,dem_2_1,0.702079
SCEN42,y_2_2_1,dem_2_1,1.33754
SCEN42,y_2_3_1,dem_2_1,1.369349
SCEN42,y_1_1_2,dem_1_2,1.471047
SCEN42,y_1_2_2,dem_1_2,0.552323
SCEN42,y_1_3_2,dem_1_2,0.800676
SCEN42,y_2_1_2,dem_2_2,1.471047
SCEN42,y_2_2_2,dem_2_2,0.552323
SCEN42,y_2_3_2,dem_2_2,0.800676
SCEN42,y_1_1_3,dem_1_3,0.665876
SCEN42,y_1_2_3,dem_1_3,0.951604
SCEN42,y_1_3_3,dem_1_3,0.860704
SCEN42,y_2_1_3,dem_2_3,0.665876
SCEN42,y_2_2_3,dem_2_3,0.951604
SCEN42,y_2_3_3,dem_2_3,0.860704
SCEN43,y_1_1_1,dem_1_1,1.039497
SCEN43,y_1_2_1,dem_1_1,1.382287
SCEN43,y_1_3_1,dem_1_1,0.855873
SCEN43,y_2_1_1,dem_2_1,1.039497
SCEN43,y_2_2_1,dem_2_1,1.382287
SCEN43,y_2_3_1,dem_2_1,0.855873
SCEN43,y_1_1_2,dem_1_2,0.907625
SCEN43,y_1_2_2,dem_1_2,1.180771
SCEN43,y_1_3_2,dem_1_2,1.443041
SCEN43,y_2_1_2,dem_2_2,0.907625
SCEN43,y_2_2_2,dem_2_2,1.180771
SCEN43,y_2_3_2,dem_2_2,1.443041
SCEN43,y_1_1_3,dem_1_3,0.511828
SCEN43,y_1_2_3,dem_1_3,0.896039
SCEN43,y_1_3_3,dem_1_3,1.06042
SCEN43,y_2_1_3,dem_2_3,0.511828
SCEN43,y_2_2_3,dem_2_3,0.896039
SCEN43,y_2_3_3,dem_2_3,1.06042
SCEN44,y_1_1_1,dem_1_1,0.551076
SCEN44,y_1_2_1,dem_1_1,1.395592
SCEN44,y_1_3_1,dem_1_1,0.849923
SCEN44,y_2_1_1,dem_2_1,0.551076
SCEN44,y_2_2_1,dem_2_1,1.395592
SCEN44,y_2_3_1,dem_2_1,0.849923
SCEN44,y_1_1_2,dem_1_2,0.955954
SCEN44,y_1_2_2,dem_1_2,1.012207
SCEN44,y_1_3_2,dem_1_2,1.024987
SCEN44,y_2_1_2,dem_2_2,0.955954
SCEN44,y_2_2_2,dem_2_2,1.012207
SCEN44,y_2_3_2,dem_2_2,1.024987
SCEN44,y_1_1_3,dem_1_3,1.430516
SCEN44,y_1_2_3,dem_1_3,0.713335
SCEN44,y_1_3_3,dem_1_3,0.534799
SCEN44,y_2_1_3,dem_2_3,1.430516
SCEN44,y_2_2_3,dem_2_3,0.713335
SCEN44,y_2_3_3,dem_2_3,0.534799
SCEN45,y_1_1_1,dem_1_1,0.969214
SCEN45,y_1_2_1,dem_1_1,0.630325
SCEN45,y_1_3_1,dem_1_1,0.647177
SCEN45,y_2_1_1,dem_2_1,0.969214
SCEN45,y_2_2_1,dem_2_1,0.630325
SCEN45,y_2_3_1,dem_2_1,0.647177
SCEN45,y_1_1_2,dem_1_2,0.857494
SCEN45,y_1_2_2,dem_1_2,1.236806
SCEN45,y_1_3_2,dem_1_2,1.128474
SCEN45,y_2_1_2,dem_2_2,0.857494
SCEN45,y_2_2_2,dem_2_2,1.236806
SCEN45,y_2_3_2,dem_2_2,1.128474
SCEN45,y_1_1_3,dem_1_3,1.440168
SCEN45,y_1_2_3,dem_1_3,1.409973
SCEN45,y_1_3_3,dem_1_3,1.276495
SCEN45,y_2_1_3,dem_2_3,1.440168
SCEN45,y_2_2_3,dem_2_3,1.409973
SCEN45,y_2_3_3,dem_2_3,1.276495
SCEN46,y_1_1_1,dem_1_1,0.930816
SCEN46,y_1_2_1,dem_1_1,1.400243
SCEN46,y_1_3_1,dem_1_1,0.881356
SCEN46,y_2_1_1,dem_2_1,0.930816
SCEN46,y_2_2_1,dem_2_1,1.400243
SCEN46,y_2_3_1,dem_2_1,0.881356
SCEN46,y_1_1_2,dem_1_2,1.113646
SCEN46,y_1_2_2,dem_1_2,0.844623
SCEN46,y_1_3_2,dem_1_2,0.589301
SCEN46,y_2_1_2,dem_2_2,1.113646
SCEN46,y_2_2_2,dem_2_2,0.844623
SCEN46,y_2_3_2,dem_2_2,0.589301
SCEN46,y_1_1_3,dem_1_3,1.329962
SCEN46,y_1_2_3,dem_1_3,0.800575
SCEN46,y_1_3_3,dem_1_3,0.69998
SCEN46,y_2_1_3,dem_2_3,1.329962
SCEN46,y_2_2_3,dem_2_3,0.800575
SCEN46,y_2_3_3,dem_2_3,0.69998
SCEN47,y_1_1_1,dem_1_1,1.418352
SCEN47,y_1_2_1,dem_1_1,1.14721
SCEN47,y_1_3_1,dem_1_1,0.913365
SCEN47,y_2_1_1,dem_2_1,1.418352
SCEN47,y_2_2_1,dem_2_1,1.14721
SCEN47,y_2_3_1,dem_2_1,0.913365
SCEN47,y_1_1_2,dem_1_2,0.79867
SCEN47,y_1_2_2,dem_1_2,0.807288
SCEN47,y_1_3_2,dem_1_2,1.140453
SCEN47,y_2_1_2,dem_2_2,0.79867
SCEN47,y_2_2_2,dem_2_2,0.807288
SCEN47,y_2_3_2,dem_2_2,1.140453
SCEN47,y_1_1_3,dem_1_3,0.618368
SCEN47,y_1_2_3,dem_1_3,0.579265
SCEN47,y_1_3_3,dem_1_3,0.71566
SCEN47,y_2_1_3,dem_2_3,0.618368
SCEN47,y_2_2_3,dem_2_3,0.579265
SCEN47,y_2_3_3,dem_2_3,0.71566
SCEN48,y_1_1_1,dem_1_1,1.283167
SCEN48,y_1_2_1,dem_1_1,0.96777
SCEN48,y_1_3_1,dem_1_1,1.031491
SCEN48,y_2_1_1,dem_2_1,1.283167
SCEN48,y_2_2_1,dem_2_1,0.96777
SCEN48,y_2_3_1,dem_2_1,1.031491
SCEN48,y_1_1_2,dem_1_2,0.585255
SCEN48,y_1_2_2,dem_1_2,0.595948
SCEN48,y_1_3_2,dem_1_2,0.799611
SCEN48,y_2_1_2,dem_2_2,0.585255
SCEN48,y_2_2_2,dem_2_2,0.595948
SCEN48,y_2_3_2,dem_2_2,0.799611
SCEN48,y_1_1_3,dem_1_3,1.243879
SCEN48,y_1_2_3,dem_1_3,0.703641
SCEN48,y_1_3_3,dem_1_3,0.610007
SCEN48,y_2_1_3,dem_2_3,1.243879
SCEN48,y_2_2_3,dem_2_3,0.703641
SCEN48,y_2_3_3,dem_2_3,0.610007
SCEN49,y_1_1_1,dem_1_1,0.740245
SCEN49,y_1_2_1,dem_1_1,1.206012
SCEN49,y_1_3_1,dem_1_1,1.103679
SCEN49,y_2_1_1,dem_2_1,0.740245
SCEN49,y_2_2_1,dem_2_1,1.206012
SCEN49,y_2_3_1,dem_2_1,1.103679
SCEN49,y_1_1_2,dem_1_2,0.841108
SCEN49,y_1_2_2,dem_1_2,0.999053
SCEN49,y_1_3_2,dem_1_2,1.02973
SCEN49,y_2_1_2,dem_2_2,0.841108
SCEN49,y_2_2_2,dem_2_2,0.999053
SCEN49,y_2_3_2,dem_2_2,1.02973
SCEN49,y_1_1_3,dem_1_3,1.259408
SCEN49,y_1_2_3,dem_1_3,1.451736
SCEN49,y_1_3_3,dem_1_3,0.62752
SCEN49,y_2_1_3,dem_2_3,1.259408
SCEN49,y_2_2_3,dem_2_3,1.451736
SCEN49,y_2_3_3,dem_2_3,0.62752
SCEN50,y_1_1_1,dem_1_1,1.362916
SCEN50,y_1_2_1,dem_1_1,1.39364
SCEN50,y_1_3_1,dem_1_1,0.678837
SCEN50,y_2_1_1,dem_2_1,1.362916
SCEN50,y_2_2_1,dem_2_1,1.39364
SCEN50,y_2_3_1,dem_2_1,0.678837
SCEN50,y_1_1_2,dem_1_2,1.13052
SCEN50,y_1_2_2,dem_1_2,1.291016
SCEN50,y_1_3_2,dem_1_2,1.089742
SCEN50,y_2_1_2,dem_2_2,1.13052
SCEN50,y_2_2_2,dem_2_2,1.291016
SCEN50,y_2_3_2,dem_2_2,1.089742
SCEN50,y_1_1_3,dem_1_3,0.898597
SCEN50,y_1_2_3,dem_1_3,0.741167
SCEN50,y_1_3_3,dem_1_3,0.993921
SCEN50,y_2_1_3,dem_2_3,0.898597
SCEN50,y_2_2_3,dem_2_3,0.741167
SCEN50,y_2_3_3,dem_2_3,0.993921
SCEN51,y_1_1_1,dem_1_1,1.318759
SCEN51,y_1_2_1,dem_1_1,1.406975
SCEN51,y_1_3_1,dem_1_1,1.13577
SCEN51,y_2_1_1,dem_2_1,1.318759
SCEN51,y_2_2_1,dem_2_1,1.406975
SCEN51,y_2_3_1,dem_2_1,1.13577
SCEN51,y_1_1_2,dem_1_2,1.330603
SCEN51,y_1_2_2,dem_1_2,0.632021
SCEN51,y_1_3_2,dem_1_2,0.942737
SCEN51,y_2_1_2,dem_2_2,1.330603
SCEN51,y_2_2_2,dem_2_2,0.632021
SCEN51,y_2_3_2,dem_2_2,0.942737
SCEN51,y_1_1_3,dem_1_3,1.162565
SCEN51,y_1_2_3,dem_1_3,0.885661
SCEN51,y_1_3_3,dem_1_3,0.564673
SCEN51,y_2_1_3,dem_2_3,1.162565
SCEN51,y_2_2_3,dem_2_3,0.885661
SCEN51,y_2_3_3,dem_2_3,0.564673
SCEN52,y_1_1_1,dem_1_1,0.813614
SCEN52,y_1_2_1,dem_1_1,1.104437
SCEN52,y_1_3_1,dem_1_1,0.751102
SCEN52,y_2_1_1,dem_2_1,0.813614
SCEN52,y_2_2_1,dem_2_1,1.104437
SCEN52,y_2_3_1,dem_2_1,0.751102
SCEN52,y_1_1_2,dem_1_2,0.533375
SCEN52,y_1_2_2,dem_1_2,1.271
SCEN52,y_1_3_2,dem_1_2,0.839083
SCEN52,y_2_1_2,dem_2_2,0.533375
SCEN52,y_2_2_2,dem_2_2,1.271
SCEN52,y_2_3_2,dem_2_2,0.839083
SCEN52,y_1_1_3,dem_1_3,1.151253
SCEN52,y_1_2_3,dem_1_3,0.726783
SCEN52,y_1_3_3,dem_1_3,1.319326
SCEN52,y_2_1_3,dem_2_3,1.151253
SCEN52,y_2_2_3,dem_2_3,0.726783
SCEN52,y_2_3_3,dem_2_3,1.319326
SCEN53,y_1_1_1,dem_1_1,0.938254
SCEN53,y_1_2_1,dem_1_1,1.275951
SCEN53,y_1_3_1,dem_1_1,1.436151
SCEN53,y_2_1_1,dem_2_1,0.938254
SCEN53,y_2_2_1,dem_2_1,1.275951
SCEN53,y_2_3_1,dem_2_1,1.436151
SCEN53,y_1_1_2,dem_1_2,0.537776
SCEN53,y_1_2_2,dem_1_2,1.455817
SCEN53,y_1_3_2,dem_1_2,1.390408
SCEN53,y_2_1_2,dem_2_2,0.537776
SCEN53,y_2_2_2,dem_2_2,1.455817
SCEN53,y_2_3_2,dem_2_2,1.390408
SCEN53,y_1_1_3,dem_1_3,1.133326
SCEN53,y_1_2_3,dem_1_3,0.560896
SCEN53,y_1_3_3,dem_1_3,1.187694
SCEN53,y_2_1_3,dem_2_3,1.133326
SCEN53,y_2_2_3,dem_2_3,0.560896
SCEN53,y_2_3_3,dem_2_3,1.187694
SCEN54,y_1_1_1,dem_1_1,1.441139
SCEN54,y_1_2_1,dem_1_1,1.442356
SCEN54,y_1_3_1,dem_1_1,1.465767
SCEN54,y_2_1_1,dem_2_1,1.441139
SCEN54,y_2_2_1,dem_2_1,1.442356
SCEN54,y_2_3_1,dem_2_1,1.465767
SCEN54,y_1_1_2,dem_1_2,0.963779
SCEN54,y_1_2_2,dem_1_2,0.724244
SCEN54,y_1_3_2,dem_1_2,1.367998
SCEN54,y_2_1_2,dem_2_2,0.963779
SCEN54,y_2_2_2,dem_2_2,0.724244
SCEN54,y_2_3_2,dem_2_2,1.367998
SCEN54,y_1_1_3,dem_1_3,0.761966
SCEN54,y_1_2_3,dem_1_3,1.034706
SCEN54,y_1_3_3,dem_1_3,1.15547
SCEN54,y_2_1_3,dem_2_3,0.761966
SCEN54,y_2_2_3,dem_2_3,1.034706
SCEN54,y_2_3_3,dem_2_3,1.15547
SCEN55,y_1_1_1,dem_1_1,1.203382
SCEN55,y_1_2_1,dem_1_1,0.97516
SCEN55,y_1_3_1,dem_1_1,1.016057
SCEN55,y_2_1_1,dem_2_1,1.203382
SCEN55,y_2_2_1,dem_2_1,0.97516
SCEN55,y_2_3_1,dem_2_1,1.016057
SCEN55,y_1_1_2,dem_1_2,0.576911
SCEN55,y_1_2_2,dem_1_2,0.995387
SCEN55,y_1_3_2,dem_1_2,0.641604
SCEN55,y_2_1_2,dem_2_2,0.576911
SCEN55,y_2_2_2,dem_2_2,0.995387
SCEN55,y_2_3_2,dem_2_2,0.641604
SCEN55,y_1_1_3,dem_1_3,0.84206
SCEN55,y_1_2_3,dem_1_3,1.306656
SCEN55,y_1_3_3,dem_1_3,0.670946
SCEN55,y_2_1_3,dem_2_3,0.84206
SCEN55,y_2_2_3,dem_2_3,1.306656
SCEN55,y_2_3_3,dem_2_3,0.670946
SCEN56,y_1_1_1,dem_1_1,1.464827
SCEN56,y_1_2_1,dem_1_1,0.962752
SCEN56,y_1_3_1,dem_1_1,1.104543
SCEN56,y_2_1_1,dem_2_1,1.464827
SCEN56,y_2_2_1,dem_2_1,0.962752
SCEN56,y_2_3_1,dem_2_1,1.104543
SCEN56,y_1_1_2,dem_1_2,1.069313
SCEN56,y_1_2_2,dem_1_2,1.344164
SCEN56,y_1_3_2,dem_1_2,0.861619
SCEN56,y_2_1_2,dem_2_2,1.069313
SCEN56,y_2_2_2,dem_2_2,1.344164
SCEN56,y_2_3_2,dem_2_2,0.861619
SCEN56,y_1_1_3,dem_1_3,1.093021
SCEN56,y_1_2_3,dem_1_3,0.614821
SCEN56,y_1_3_3,dem_1_3,1.24883
SCEN56,y_2_1_3,dem_2_3,1.093021
SCEN56,y_2_2_3,dem_2_3,0.614821
SCEN56,y_2_3_3,dem_2_3,1.24883
SCEN57,y_1_1_1,dem_1_1,0.642568
SCEN57,y_1_2_1,dem_1_1,1.022593
SCEN57,y_1_3_1,dem_1_1,1.408248
SCEN57,y_2_1_1,dem_2_1,0.642568
SCEN57,y_2_2_1,dem_2_1,1.022593
SCEN57,y_2_3_1,dem_2_1,1.408248
SCEN57,y_1_1_2,dem_1_2,0.789244
SCEN57,y_1_2_2,dem_1_2,1.151584
SCEN57,y_1_3_2,dem_1_2,1.191532
SCEN57,y_2_1_2,dem_2_2,0.789244
SCEN57,y_2_2_2,dem_2_2,1.151584
SCEN57,y_2_3_2,dem_2_2,1.191532
SCEN57,y_1_1_3,dem_1_3,1.23706
SCEN57,y_1_2_3,dem_1_3,1.044006
SCEN57,y_1_3_3,dem_1_3,1.277799
SCEN57,y_2_1_3,dem_2_3,1.23706
SCEN57,y_2_2_3,dem_2_3,1.044006
SCEN57,y_2_3_3,dem_2_3,1.277799
SCEN58,y_1_1_1,dem_1_1,1.388384
SCEN58,y_1_2_1,dem_1_1,0.57271
SCEN58,y_1_3_1,dem_1_1,0.561339
SCEN58,y_2_1_1,dem_2_1,1.388384
SCEN58,y_2_2_1,dem_2_1,0.57271
SCEN58,y_2_3_1,dem_2_1,0.561339
SCEN58,y_1_1_2,dem_1_2,0.618119
SCEN58,y_1_2_2,dem_1_2,1.129479
SCEN58,y_1_3_2,dem_1_2,1.422462
SCEN58,y_2_1_2,dem_2_2,0.618119
SCEN58,y_2_2_2,dem_2_2,1.129479
SCEN58,y_2_3_2,dem_2_2,1.422462
SCEN58,y_1_1_3,dem_1_3,1.117734
SCEN58,y_1_2_3,dem_1_3,1.195309
SCEN58,y_1_3_3,dem_1_3,0.640493
SCEN58,y_2_1_3,dem_2_3,1.117734
SCEN58,y_2_2_3,dem_2_3,1.195309
SCEN58,y_2_3_3,dem_2_3,0.640493
SCEN59,y_1_1_1,dem_1_1,0.667559
SCEN59,y_1_2_1,dem_1_1,1.268024
SCEN59,y_1_3_1,dem_1_1,1.410122
SCEN59,y_2_1_1,dem_2_1,0.667559
SCEN59,y_2_2_1,dem_2_1,1.268024
SCEN59,y_2_3_1,dem_2_1,1.410122
SCEN59,y_1_1_2,dem_1_2,1.20065
SCEN59,y_1_2_2,dem_1_2,1.084009
SCEN59,y_1_3_2,dem_1_2,0.657336
SCEN59,y_2_1_2,dem_2_2,1.20065
SCEN59,y_2_2_2,dem_2_2,1.084009
SCEN59,y_2_3_2,dem_2_2,0.657336
SCEN59,y_1_1_3,dem_1_3,1.119747
SCEN59,y_1_2_3,dem_1_3,0.780382
SCEN59,y_1_3_3,dem_1_3,1.246571
SCEN59,y_2_1_3,dem_2_3,1.119747
SCEN59,y_2_2_3,dem_2_3,0.780382
SCEN59,y_2_3_3,dem_2_3,1.246571
SCEN60,y_1_1_1,dem_1_1,0.761272
SCEN60,y_1_2_1,dem_1_1,0.795349
SCEN60,y_1_3_1,dem_1_1,0.999202
SCEN60,y_2_1_1,dem_2_1,0.761272
SCEN60,y_2_2_1,dem_2_1,0.795349
SCEN60,y_2_3_1,dem_2_1,0.999202
SCEN60,y_1_1_2,dem_1_2,0.573806
SCEN60,y_1_2_2,dem_1_2,1.207403
SCEN60,y_1_3_2,dem_1_2,1.253152
SCEN60,y_2_1_2,dem_2_2,0.573806
SCEN60,y_2_2_2,dem_2_2,1.207403
