NAME MPTSPs_50_1
COMMENT 
TYPE MPTSPs
DIMENSION 54
N_PATH 3
35 18 7814
35 19 7749
35 20 9549
35 21 7799
35 22 7345
35 23 6483
35 24 9085
35 25 7327
35 26 6343
35 27 8126
35 28 7805
35 29 6526
35 30 5621
35 31 5274
35 32 5773
35 33 3467
35 34 1716
35 35 0
35 36 1815
35 37 7373
35 38 9677
35 39 8369
35 40 10627
35 41 6264
35 42 1794
35 43 9883
35 44 10935
35 45 10577
35 46 10053
35 47 8702
35 48 3287
35 49 7343
35 50 7634
35 51 9025
35 52 6501
35 53 3741
35 54 10604
36 1 5010
36 2 4958
36 3 4549
36 4 3904
36 5 1770
36 6 3559
36 7 3084
36 8 3464
36 9 3762
36 10 2073
36 11 3221
36 12 4509
36 13 4848
36 14 3514
36 15 4287
36 16 4974
36 17 5479
36 18 5791
36 19 7041
36 20 8120
36 21 7364
36 22 7086
36 23 5441
36 24 7866
36 25 6782
36 26 4878
36 27 6866
36 28 7994
36 29 5887
36 30 4602
36 31 4703
36 32 5256
36 33 1893
36 34 816
36 35 1815
36 36 0
36 37 6337
36 38 6808
36 39 7187
36 40 11242
36 41 5126
36 42 1887
36 43 8742
36 44 9851
36 45 9778
36 46 8991
36 47 7664
36 48 3867
36 49 7169
36 50 6238
36 51 10265
36 52 7270
36 53 3635
36 54 9768
37 1 3253
37 2 3823
37 3 3551
37 4 3224
37 5 3937
37 6 3611
37 7 3226
37 8 2710
37 9 4702
37 10 5593
37 11 4107
37 12 4356
37 13 4276
37 14 5901
37 15 7099
37 16 7684
37 17 6422
37 18 7597
37 19 4521
37 20 5777
37 21 4669
37 22 3317
37 23 3510
37 24 4190
37 25 3722
37 26 2842
37 27 1222
37 28 1680
37 29 1621
37 30 2202
37 31 2095
37 32 2597
37 33 7176
37 34 5756
37 35 7373
37 36 6337
37 37 0
37 38 11977
37 39 7327
37 40 10506
37 41 11143
37 42 5069
37 43 3466
37 44 7654
37 45 4457
37 46 5423
37 47 3806
37 48 3357
37 49 2272
37 50 361
37 51 2969
37 52 3312
37 53 2855
37 54 5930
38 1 6286
38 2 7263
38 3 6721
38 4 8064
38 5 8766
38 6 8506
38 7 8819
38 8 8644
38 9 6971
38 10 5976
38 11 6898
38 12 7133
38 13 6326
38 14 4724
38 15 4297
38 16 4183
38 17 5269
38 18 5064
38 19 7401
38 20 6636
38 21 7586
38 22 7543
38 23 7234
38 24 8882
38 25 9098
38 26 8062
38 27 11345
38 28 9651
38 29 8597
38 30 8551
38 31 7382
38 32 7632
38 33 5876
38 34 8613
38 35 9677
38 36 6808
38 37 11977
38 38 0
38 39 4628
38 40 5738
38 41 3798
38 42 7723
38 43 11794
38 44 9086
38 45 13857
38 46 7894
38 47 11006
38 48 9116
38 49 11014
38 50 10346
38 51 12632
38 52 13099
38 53 9850
38 54 7426
39 1 3853
39 2 3865
39 3 3586
39 4 5492
39 5 7181
39 6 4338
39 7 5891
39 8 5372
39 9 4246
39 10 5283
39 11 4370
39 12 3319
39 13 3296
39 14 3283
39 15 2824
39 16 1079
39 17 1421
39 18 699
39 19 3193
39 20 3304
39 21 3275
39 22 5190
39 23 4054
39 24 4086
39 25 4583
39 26 4027
39 27 7268
39 28 6955
39 29 5183
39 30 5737
39 31 5083
39 32 5549
39 33 7383
39 34 7948
39 35 8369
39 36 7187
39 37 7327
39 38 4628
39 39 0
39 40 3295
39 41 5735
39 42 6080
39 43 7856
39 44 5051
39 45 7036
39 46 3179
39 47 4913
39 48 7740
39 49 8154
39 50 6271
39 51 10903
39 52 9426
39 53 7633
39 54 4288
40 1 6992
40 2 6959
40 3 7849
40 4 9374
40 5 9355
40 6 7204
40 7 8946
40 8 9036
40 9 7298
40 10 9512
40 11 8180
40 12 7149
40 13 6688
40 14 7942
40 15 6476
40 16 4914
40 17 4802
40 18 3997
40 19 5697
40 20 4433
40 21 5462
40 22 6597
40 23 6783
40 24 6907
40 25 5757
40 26 6811
40 27 10037
40 28 8097
40 29 9148
40 30 8478
40 31 10101
40 32 10070
40 33 10324
40 34 10803
40 35 10627
40 36 11242
40 37 10506
40 38 5738
40 39 3295
40 40 0
40 41 8215
40 42 11663
40 43 7959
40 44 4399
40 45 8285
40 46 5116
40 47 6836
40 48 12440
40 49 12374
40 50 9024
40 51 12003
40 52 13915
40 53 11188
40 54 4427
41 1 7941
41 2 7908
41 3 7305
41 4 7509
41 5 7100
41 6 7037
41 7 8983
41 8 7666
41 9 7140
41 10 5596
41 11 5887
41 12 5968
41 13 5648
41 14 4604
41 15 5554
41 16 4825
41 17 6301
41 18 7172
41 19 8676
41 20 8720
41 21 7732
41 22 8832
41 23 6903
41 24 9448
41 25 9402
41 26 8194
41 27 11547
41 28 10492
41 29 8921
41 30 7684
41 31 9367
41 32 8291
41 33 4084
41 34 6404
41 35 6264
41 36 5126
41 37 11143
41 38 3798
41 39 5735
41 40 8215
41 41 0
41 42 6123
41 43 11440
41 44 11512
41 45 14780
41 46 8774
41 47 11124
41 48 8118
41 49 10657
41 50 9956
41 51 14388
41 52 14382
41 53 9841
41 54 9630
42 1 3342
42 2 4153
42 3 4498
42 4 2243
42 5 699
42 6 3563
42 7 1609
42 8 1930
42 9 3533
42 10 1787
42 11 3450
42 12 4097
42 13 4083
42 14 4362
42 15 4305
42 16 5758
42 17 5828
42 18 6626
42 19 6655
42 20 7659
42 21 6482
42 22 5519
42 23 5032
42 24 7250
42 25 5919
42 26 3899
42 27 5409
42 28 5748
42 29 4793
42 30 3826
42 31 3680
42 32 3605
42 33 3309
42 34 967
42 35 1794
42 36 1887
42 37 5069
42 38 7723
42 39 6080
42 40 11663
42 41 6123
42 42 0
42 43 7343
42 44 9033
42 45 9016
42 46 7222
42 47 6364
42 48 2003
42 49 5209
42 50 4811
42 51 8209
42 52 5402
42 53 1946
42 54 9839
43 1 4621
43 2 4225
43 3 4687
43 4 4935
43 5 7098
43 6 4459
43 7 6718
43 8 5579
43 9 5355
43 10 6746
43 11 5955
43 12 5398
43 13 4445
43 14 8106
43 15 6261
43 16 7717
43 17 5945
43 18 6521
43 19 4088
43 20 3506
43 21 3884
43 22 2305
43 23 3128
43 24 2221
43 25 2675
43 26 3588
43 27 3015
43 28 2404
43 29 3283
43 30 4415
43 31 4142
43 32 4688
43 33 12169
43 34 7924
43 35 9883
43 36 8742
43 37 3466
43 38 11794
43 39 7856
43 40 7959
43 41 11440
43 42 7343
43 43 0
43 44 4382
43 45 1540
43 46 3406
43 47 1221
43 48 7476
43 49 6409
43 50 3560
43 51 4473
43 52 6738
43 53 6473
43 54 4887
44 1 4611
44 2 5242
44 3 4986
44 4 6845
44 5 10248
44 6 6058
44 7 8784
44 8 7061
44 9 5331
44 10 9168
44 11 5910
44 12 6430
44 13 5820
44 14 6430
44 15 6796
44 16 6099
44 17 5283
44 18 3796
44 19 3401
44 20 2093
44 21 3374
44 22 4108
44 23 4466
44 24 3437
44 25 4190
44 26 4825
44 27 6127
44 28 5933
44 29 5360
44 30 6555
44 31 6652
44 32 6033
44 33 9893
44 34 10717
44 35 10935
44 36 9851
44 37 7654
44 38 9086
44 39 5051
44 40 4399
44 41 11512
44 42 9033
44 43 4382
44 44 0
44 45 4811
44 46 2374
44 47 3756
44 48 10540
44 49 8057
44 50 6309
44 51 7630
44 52 12553
44 53 8989
44 54 903
45 1 6029
45 2 6014
45 3 5369
45 4 7407
45 5 8618
45 6 6812
45 7 7828
45 8 6640
45 9 6769
45 10 8414
45 11 6953
45 12 6693
45 13 5757
45 14 9038
45 15 8230
45 16 8261
45 17 6889
45 18 6448
45 19 5573
45 20 4673
45 21 6176
45 22 4630
45 23 5233
45 24 4418
45 25 4023
45 26 4475
45 27 3884
45 28 3850
45 29 4282
45 30 6589
45 31 5202
45 32 5653
45 33 10105
45 34 9522
45 35 10577
45 36 9778
45 37 4457
45 38 13857
45 39 7036
45 40 8285
45 41 14780
45 42 9016
45 43 1540
45 44 4811
45 45 0
45 46 4532
45 47 3043
45 48 6803
45 49 6122
45 50 3979
45 51 4528
45 52 7516
45 53 7635
45 54 5618
46 1 3621
46 2 3057
46 3 3054
46 4 5724
46 5 7067
46 6 3958
46 7 6060
46 8 4999
46 9 3985
46 10 5928
46 11 4601
46 12 3236
46 13 3601
46 14 5694
46 15 4684
46 16 3746
46 17 2898
46 18 2640
46 19 1112
46 20 291
46 21 1581
46 22 2216
46 23 3097
46 24 1476
46 25 1943
46 26 3786
46 27 5308
46 28 3827
46 29 4243
46 30 4727
46 31 4084
46 32 3876
46 33 8432
46 34 8604
46 35 10053
46 36 8991
46 37 5423
46 38 7894
46 39 3179
46 40 5116
46 41 8774
46 42 7222
46 43 3406
46 44 2374
46 45 4532
46 46 0
46 47 2747
46 48 8385
46 49 6569
46 50 4899
46 51 7316
46 52 9051
46 53 6648
46 54 2181
47 1 3951
47 2 3201
47 3 3336
47 4 4111
47 5 7749
47 6 3905
47 7 5851
47 8 5147
47 9 5030
47 10 5757
47 11 4235
47 12 4566
47 13 3910
47 14 5742
47 15 5351
47 16 6423
47 17 4976
47 18 4732
47 19 2470
47 20 3000
47 21 3023
47 22 1627
47 23 2405
47 24 1551
47 25 1602
47 26 3061
47 27 2555
47 28 1820
47 29 2089
47 30 3830
47 31 3361
47 32 3405
47 33 9795
47 34 8805
47 35 8702
47 36 7664
47 37 3806
47 38 11006
47 39 4913
47 40 6836
47 41 11124
47 42 6364
47 43 1221
47 44 3756
47 45 3043
47 46 2747
47 47 0
47 48 5972
47 49 5349
47 50 2980
47 51 4389
47 52 7186
47 53 6004
47 54 4760
48 1 4842
48 2 5132
48 3 5631
48 4 3151
48 5 2238
48 6 3918
48 7 2516
48 8 2708
48 9 4472
48 10 3298
48 11 3957
48 12 4549
48 13 5568
48 14 5802
48 15 5886
48 16 7878
48 17 7034
48 18 7985
48 19 7941
48 20 7125
48 21 6504
48 22 5086
48 23 4827
48 24 5844
48 25 5855
48 26 4387
48 27 4623
48 28 6049
48 29 4181
48 30 2639
48 31 3402
48 32 3831
48 33 5280
48 34 2869
48 35 3287
48 36 3867
48 37 3357
48 38 9116
48 39 7740
48 40 12440
48 41 8118
48 42 2003
48 43 7476
48 44 10540
48 45 6803
48 46 8385
48 47 5972
48 48 0
48 49 2819
48 50 3677
48 51 4904
48 52 3791
48 53 1127
48 54 8799
49 1 5661
49 2 5257
49 3 4855
49 4 4369
49 5 4255
49 6 5026
49 7 3876
49 8 4546
49 9 5975
49 10 6180
49 11 6432
49 12 5857
49 13 6614
49 14 6987
49 15 7857
49 16 7205
49 17 6787
49 18 8044
49 19 7152
49 20 6801
49 21 7304
49 22 5371
49 23 5398
49 24 5607
49 25 6557
49 26 5363
49 27 2629
49 28 3790
49 29 3446
49 30 3143
49 31 3242
49 32 3737
49 33 8531
49 34 7005
49 35 7343
49 36 7169
49 37 2272
49 38 11014
49 39 8154
49 40 12374
49 41 10657
49 42 5209
49 43 6409
49 44 8057
49 45 6122
49 46 6569
49 47 5349
49 48 2819
49 49 0
49 50 2052
49 51 2028
49 52 1295
49 53 3363
49 54 8577
50 1 3817
50 2 3614
50 3 4272
50 4 2966
50 5 4106
50 6 2956
50 7 3409
50 8 3023
50 9 4474
50 10 4920
50 11 3764
50 12 4738
50 13 4220
50 14 5716
50 15 4915
50 16 6606
50 17 5222
50 18 5987
50 19 4607
50 20 5375
50 21 4293
50 22 2815
50 23 2830
50 24 3237
50 25 3722
50 26 2487
50 27 782
50 28 1196
50 29 1955
50 30 1900
50 31 1860
50 32 2060
50 33 7063
50 34 5317
50 35 7634
50 36 6238
50 37 361
50 38 10346
50 39 6271
50 40 9024
50 41 9956
50 42 4811
50 43 3560
50 44 6309
50 45 3979
50 46 4899
50 47 2980
50 48 3677
50 49 2052
50 50 0
50 51 3060
50 52 3642
50 53 2897
50 54 7566
51 1 6609
51 2 6228
51 3 5733
51 4 5931
51 5 5770
51 6 6068
51 7 5614
51 8 5850
51 9 5937
51 10 7990
51 11 7180
51 12 7716
51 13 6686
51 14 7313
51 15 7320
51 16 7702
51 17 6991
51 18 7649
51 19 7268
51 20 7035
51 21 7908
51 22 6028
51 23 5923
51 24 5918
51 25 6231
51 26 5752
51 27 2494
51 28 3262
51 29 4373
51 30 4084
51 31 4797
51 32 4789
51 33 11955
51 34 7322
51 35 9025
51 36 10265
51 37 2969
51 38 12632
51 39 10903
51 40 12003
51 41 14388
51 42 8209
51 43 4473
51 44 7630
51 45 4528
51 46 7316
51 47 4389
51 48 4904
51 49 2028
51 50 3060
51 51 0
51 52 2885
51 53 4979
51 54 8760
52 1 6569
52 2 5808
52 3 6837
52 4 5147
52 5 5932
52 6 6494
52 7 5190
52 8 4938
52 9 7181
52 10 7233
52 11 6319
52 12 7549
52 13 6233
52 14 7430
52 15 9030
52 16 10451
52 17 8717
52 18 10500
52 19 7590
52 20 8396
52 21 8700
52 22 6391
52 23 6601
52 24 8127
52 25 7025
52 26 5557
52 27 4266
52 28 4595
52 29 5474
52 30 4794
52 31 5387
52 32 5131
52 33 9569
52 34 6505
52 35 6501
52 36 7270
52 37 3312
52 38 13099
52 39 9426
52 40 13915
52 41 14382
52 42 5402
52 43 6738
52 44 12553
52 45 7516
52 46 9051
52 47 7186
52 48 3791
52 49 1295
52 50 3642
52 51 2885
52 52 0
52 53 3779
52 54 9926
53 1 4210
53 2 3531
53 3 4230
53 4 2158
53 5 1332
53 6 2834
53 7 1219
53 8 1705
53 9 3179
53 10 3233
53 11 3458
53 12 4127
53 13 4144
53 14 5074
53 15 5814
53 16 6277
53 17 6150
53 18 6227
53 19 6601
53 20 6055
53 21 6008
53 22 4278
53 23 4534
53 24 6132
53 25 5093
53 26 2923
53 27 4314
53 28 3628
53 29 4234
53 30 2427
53 31 2281
53 32 2995
53 33 4641
53 34 2973
53 35 3741
53 36 3635
53 37 2855
53 38 9850
53 39 7633
53 40 11188
53 41 9841
53 42 1946
53 43 6473
53 44 8989
53 45 7635
53 46 6648
53 47 6004
53 48 1127
53 49 3363
53 50 2897
53 51 4979
53 52 3779
53 53 0
53 54 8185
54 1 4527
54 2 4622
54 3 5495
54 4 7223
54 5 9718
54 6 5850
54 7 7501
54 8 7498
54 9 6395
54 10 8046
54 11 6544
54 12 5523
54 13 5592
54 14 6496
54 15 5888
54 16 5268
54 17 4706
54 18 3652
54 19 2578
54 20 1954
54 21 2996
54 22 4194
54 23 5077
54 24 3227
54 25 3677
54 26 4806
54 27 5622
54 28 5354
54 29 5950
54 30 7438
54 31 6504
54 32 5817
54 33 9120
54 34 10555
54 35 10604
54 36 9768
54 37 5930
54 38 7426
54 39 4288
54 40 4427
54 41 9630
54 42 9839
54 43 4887
54 44 903
54 45 5618
54 46 2181
54 47 4760
54 48 8799
54 49 8577
54 50 7566
54 51 8760
54 52 9926
54 53 8185
54 54 0
EOF
