variable,value
SCEN21.z_1_2,0.0
SCEN21.y_1_2_2,1.0
SCEN21.y_2_2_2,-0.0
SCEN21.z_2_2,0.0
SCEN21.y_1_3_2,0.0
SCEN21.y_2_3_2,1.0
SCEN21.z_3_2,0.0
SCEN21.y_1_1_3,1.0
SCEN21.y_2_1_3,-0.0
SCEN21.z_1_3,0.0
SCEN21.y_1_2_3,1.0
SCEN21.y_2_2_3,0.0
SCEN21.z_2_3,0.0
SCEN21.y_1_3_3,0.0
SCEN21.y_2_3_3,1.0
SCEN21.z_3_3,0.0
SCEN22.x_1_1,0.9985949999999999
SCEN22.u_1_1,1.0
SCEN22.x_2_1,1.0
SCEN22.u_2_1,1.0
SCEN22.x_1_2,1.0
SCEN22.u_1_2,1.0
SCEN22.x_2_2,0.49557000000000007
SCEN22.u_2_2,1.0
SCEN22.x_1_3,0.8430249999999999
SCEN22.u_1_3,1.0
SCEN22.x_2_3,0.0
SCEN22.u_2_3,0.0
SCEN22.y_1_1_1,-0.0
SCEN22.y_2_1_1,1.0
SCEN22.z_1_1,0.0
SCEN22.y_1_2_1,0.0
SCEN22.y_2_2_1,0.0
SCEN22.z_2_1,1.0
SCEN22.y_1_3_1,0.0
SCEN22.y_2_3_1,0.0
SCEN22.z_3_1,1.0
SCEN22.y_1_1_2,1.0
SCEN22.y_2_1_2,0.0
SCEN22.z_1_2,0.0
SCEN22.y_1_2_2,0.0
SCEN22.y_2_2_2,1.0
SCEN22.z_2_2,0.0
SCEN22.y_1_3_2,1.0
SCEN22.y_2_3_2,0.0
SCEN22.z_3_2,0.0
SCEN22.y_1_1_3,1.0
SCEN22.y_2_1_3,-0.0
SCEN22.z_1_3,0.0
SCEN22.y_1_2_3,1.0
SCEN22.y_2_2_3,0.0
SCEN22.z_2_3,0.0
SCEN22.y_1_3_3,0.0
SCEN22.y_2_3_3,1.0
SCEN22.z_3_3,0.0
SCEN23.x_1_1,0.9985949999999999
SCEN23.u_1_1,1.0
SCEN23.x_2_1,1.0
SCEN23.u_2_1,1.0
SCEN23.x_1_2,1.0
SCEN23.u_1_2,1.0
SCEN23.x_2_2,0.49557000000000007
SCEN23.u_2_2,1.0
SCEN23.x_1_3,0.8430249999999999
SCEN23.u_1_3,1.0
SCEN23.x_2_3,0.0
SCEN23.u_2_3,0.0
SCEN23.y_1_1_1,0.0
SCEN23.y_2_1_1,0.0
SCEN23.z_1_1,1.0
SCEN23.y_1_2_1,0.0
SCEN23.y_2_2_1,0.0
SCEN23.z_2_1,1.0
SCEN23.y_1_3_1,-0.0
SCEN23.y_2_3_1,1.0
SCEN23.z_3_1,0.0
SCEN23.y_1_1_2,1.0
SCEN23.y_2_1_2,0.0
SCEN23.z_1_2,0.0
SCEN23.y_1_2_2,0.0
SCEN23.y_2_2_2,1.0
SCEN23.z_2_2,0.0
SCEN23.y_1_3_2,1.0
SCEN23.y_2_3_2,0.0
SCEN23.z_3_2,0.0
SCEN23.y_1_1_3,1.0
SCEN23.y_2_1_3,-0.0
SCEN23.z_1_3,0.0
SCEN23.y_1_2_3,1.0
SCEN23.y_2_2_3,0.0
SCEN23.z_2_3,0.0
SCEN23.y_1_3_3,-0.0
SCEN23.y_2_3_3,1.0
SCEN23.z_3_3,0.0
SCEN24.x_1_1,0.9985949999999999
SCEN24.u_1_1,1.0
SCEN24.x_2_1,1.0
SCEN24.u_2_1,1.0
SCEN24.x_1_2,1.0
SCEN24.u_1_2,1.0
SCEN24.x_2_2,0.49557000000000007
SCEN24.u_2_2,1.0
SCEN24.x_1_3,0.8430249999999999
SCEN24.u_1_3,1.0
SCEN24.x_2_3,0.0
SCEN24.u_2_3,0.0
SCEN24.y_1_1_1,0.0
SCEN24.y_2_1_1,0.0
SCEN24.z_1_1,1.0
SCEN24.y_1_2_1,-0.0
SCEN24.y_2_2_1,1.0
SCEN24.z_2_1,0.0
SCEN24.y_1_3_1,0.0
SCEN24.y_2_3_1,0.0
SCEN24.z_3_1,1.0
SCEN24.y_1_1_2,-0.0
SCEN24.y_2_1_2,1.0
SCEN24.z_1_2,0.0
SCEN24.y_1_2_2,-0.0
SCEN24.y_2_2_2,1.0
SCEN24.z_2_2,0.0
SCEN24.y_1_3_2,1.0
SCEN24.y_2_3_2,-0.0
SCEN24.z_3_2,0.0
SCEN24.y_1_1_3,1.0
SCEN24.y_2_1_3,-0.0
SCEN24.z_1_3,0.0
SCEN24.y_1_2_3,1.0
SCEN24.y_2_2_3,0.0
SCEN24.z_2_3,0.0
SCEN24.y_1_3_3,0.0
SCEN24.y_2_3_3,1.0
SCEN24.z_3_3,0.0
SCEN25.x_1_1,0.9985949999999999
SCEN25.u_1_1,1.0
SCEN25.x_2_1,1.0
SCEN25.u_2_1,1.0
SCEN25.x_1_2,1.0
SCEN25.u_1_2,1.0
SCEN25.x_2_2,0.49557000000000007
SCEN25.u_2_2,1.0
SCEN25.x_1_3,0.8430249999999999
SCEN25.u_1_3,1.0
SCEN25.x_2_3,0.0
SCEN25.u_2_3,0.0
SCEN25.y_1_1_1,1.0
SCEN25.y_2_1_1,0.0
SCEN25.z_1_1,0.0
SCEN25.y_1_2_1,-0.0
SCEN25.y_2_2_1,1.0
SCEN25.z_2_1,0.0
SCEN25.y_1_3_1,0.0
SCEN25.y_2_3_1,0.0
SCEN25.z_3_1,1.0
SCEN25.y_1_1_2,-0.0
SCEN25.y_2_1_2,1.0
SCEN25.z_1_2,0.0
SCEN25.y_1_2_2,1.0
SCEN25.y_2_2_2,0.0
SCEN25.z_2_2,0.0
SCEN25.y_1_3_2,1.0
SCEN25.y_2_3_2,-0.0
SCEN25.z_3_2,0.0
SCEN25.y_1_1_3,1.0
SCEN25.y_2_1_3,-0.0
SCEN25.z_1_3,0.0
SCEN25.y_1_2_3,-0.0
SCEN25.y_2_2_3,1.0
SCEN25.z_2_3,0.0
SCEN25.y_1_3_3,-0.0
SCEN25.y_2_3_3,1.0
SCEN25.z_3_3,0.0
SCEN26.x_1_1,0.9985949999999999
SCEN26.u_1_1,1.0
SCEN26.x_2_1,1.0
SCEN26.u_2_1,1.0
SCEN26.x_1_2,1.0
SCEN26.u_1_2,1.0
SCEN26.x_2_2,0.49557000000000007
SCEN26.u_2_2,1.0
SCEN26.x_1_3,0.8430249999999999
SCEN26.u_1_3,1.0
SCEN26.x_2_3,0.0
SCEN26.u_2_3,0.0
SCEN26.y_1_1_1,0.0
SCEN26.y_2_1_1,0.0
SCEN26.z_1_1,1.0
SCEN26.y_1_2_1,0.0
SCEN26.y_2_2_1,0.0
SCEN26.z_2_1,1.0
SCEN26.y_1_3_1,0.0
SCEN26.y_2_3_1,0.0
SCEN26.z_3_1,1.0
SCEN26.y_1_1_2,-0.0
SCEN26.y_2_1_2,1.0
SCEN26.z_1_2,0.0
SCEN26.y_1_2_2,1.0
SCEN26.y_2_2_2,-0.0
SCEN26.z_2_2,0.0
SCEN26.y_1_3_2,1.0
SCEN26.y_2_3_2,-0.0
SCEN26.z_3_2,0.0
SCEN26.y_1_1_3,1.0
SCEN26.y_2_1_3,0.0
SCEN26.z_1_3,0.0
SCEN26.y_1_2_3,1.0
SCEN26.y_2_2_3,0.0
SCEN26.z_2_3,0.0
SCEN26.y_1_3_3,0.0
SCEN26.y_2_3_3,1.0
SCEN26.z_3_3,0.0
SCEN27.x_1_1,0.9985949999999999
SCEN27.u_1_1,1.0
SCEN27.x_2_1,1.0
SCEN27.u_2_1,1.0
SCEN27.x_1_2,1.0
SCEN27.u_1_2,1.0
SCEN27.x_2_2,0.49557000000000007
SCEN27.u_2_2,1.0
SCEN27.x_1_3,0.8430249999999999
SCEN27.u_1_3,1.0
SCEN27.x_2_3,0.0
SCEN27.u_2_3,0.0
SCEN27.y_1_1_1,-0.0
SCEN27.y_2_1_1,1.0
SCEN27.z_1_1,0.0
SCEN27.y_1_2_1,0.0
SCEN27.y_2_2_1,0.0
SCEN27.z_2_1,1.0
SCEN27.y_1_3_1,0.0
SCEN27.y_2_3_1,0.0
SCEN27.z_3_1,1.0
SCEN27.y_1_1_2,1.0
SCEN27.y_2_1_2,0.0
SCEN27.z_1_2,0.0
SCEN27.y_1_2_2,0.0
SCEN27.y_2_2_2,1.0
SCEN27.z_2_2,0.0
SCEN27.y_1_3_2,1.0
SCEN27.y_2_3_2,-0.0
SCEN27.z_3_2,0.0
SCEN27.y_1_1_3,1.0
SCEN27.y_2_1_3,-0.0
SCEN27.z_1_3,0.0
SCEN27.y_1_2_3,1.0
SCEN27.y_2_2_3,0.0
SCEN27.z_2_3,0.0
SCEN27.y_1_3_3,-0.0
SCEN27.y_2_3_3,1.0
SCEN27.z_3_3,0.0
SCEN28.x_1_1,0.9985949999999999
SCEN28.u_1_1,1.0
SCEN28.x_2_1,1.0
SCEN28.u_2_1,1.0
SCEN28.x_1_2,1.0
SCEN28.u_1_2,1.0
SCEN28.x_2_2,0.49557000000000007
SCEN28.u_2_2,1.0
SCEN28.x_1_3,0.8430249999999999
SCEN28.u_1_3,1.0
SCEN28.x_2_3,0.0
SCEN28.u_2_3,0.0
SCEN28.y_1_1_1,1.0
SCEN28.y_2_1_1,0.0
SCEN28.z_1_1,0.0
SCEN28.y_1_2_1,0.0
SCEN28.y_2_2_1,0.0
SCEN28.z_2_1,1.0
SCEN28.y_1_3_1,0.0
SCEN28.y_2_3_1,1.0
SCEN28.z_3_1,0.0
SCEN28.y_1_1_2,0.0
SCEN28.y_2_1_2,1.0
SCEN28.z_1_2,0.0
SCEN28.y_1_2_2,1.0
SCEN28.y_2_2_2,0.0
SCEN28.z_2_2,0.0
SCEN28.y_1_3_2,1.0
SCEN28.y_2_3_2,-0.0
SCEN28.z_3_2,0.0
SCEN28.y_1_1_3,1.0
SCEN28.y_2_1_3,-0.0
SCEN28.z_1_3,0.0
SCEN28.y_1_2_3,1.0
SCEN28.y_2_2_3,0.0
SCEN28.z_2_3,0.0
SCEN28.y_1_3_3,-0.0
SCEN28.y_2_3_3,1.0
SCEN28.z_3_3,0.0
SCEN29.x_1_1,0.9985949999999999
SCEN29.u_1_1,1.0
SCEN29.x_2_1,1.0
SCEN29.u_2_1,1.0
SCEN29.x_1_2,1.0
SCEN29.u_1_2,1.0
SCEN29.x_2_2,0.49557000000000007
SCEN29.u_2_2,1.0
SCEN29.x_1_3,0.8430249999999999
SCEN29.u_1_3,1.0
SCEN29.x_2_3,0.0
SCEN29.u_2_3,0.0
SCEN29.y_1_1_1,0.0
SCEN29.y_2_1_1,0.0
SCEN29.z_1_1,1.0
SCEN29.y_1_2_1,-0.0
SCEN29.y_2_2_1,1.0
SCEN29.z_2_1,0.0
SCEN29.y_1_3_1,1.0
SCEN29.y_2_3_1,0.0
SCEN29.z_3_1,0.0
SCEN29.y_1_1_2,0.0
SCEN29.y_2_1_2,1.0
SCEN29.z_1_2,0.0
SCEN29.y_1_2_2,1.0
SCEN29.y_2_2_2,0.0
SCEN29.z_2_2,0.0
SCEN29.y_1_3_2,1.0
SCEN29.y_2_3_2,-0.0
SCEN29.z_3_2,0.0
SCEN29.y_1_1_3,1.0
SCEN29.y_2_1_3,-0.0
SCEN29.z_1_3,0.0
SCEN29.y_1_2_3,1.0
SCEN29.y_2_2_3,0.0
SCEN29.z_2_3,0.0
SCEN29.y_1_3_3,-0.0
SCEN29.y_2_3_3,1.0
SCEN29.z_3_3,0.0
SCEN30.x_1_1,0.9985949999999999
SCEN30.u_1_1,1.0
SCEN30.x_2_1,1.0
SCEN30.u_2_1,1.0
SCEN30.x_1_2,1.0
SCEN30.u_1_2,1.0
SCEN30.x_2_2,0.49557000000000007
SCEN30.u_2_2,1.0
SCEN30.x_1_3,0.8430249999999999
SCEN30.u_1_3,1.0
SCEN30.x_2_3,0.0
SCEN30.u_2_3,0.0
SCEN30.y_1_1_1,0.0
SCEN30.y_2_1_1,0.0
SCEN30.z_1_1,1.0
SCEN30.y_1_2_1,0.0
SCEN30.y_2_2_1,0.0
SCEN30.z_2_1,1.0
SCEN30.y_1_3_1,0.0
SCEN30.y_2_3_1,0.0
SCEN30.z_3_1,1.0
SCEN30.y_1_1_2,0.0
SCEN30.y_2_1_2,1.0
SCEN30.z_1_2,0.0
SCEN30.y_1_2_2,1.0
SCEN30.y_2_2_2,0.0
SCEN30.z_2_2,0.0
SCEN30.y_1_3_2,1.0
SCEN30.y_2_3_2,-0.0
SCEN30.z_3_2,0.0
SCEN30.y_1_1_3,1.0
SCEN30.y_2_1_3,-0.0
SCEN30.z_1_3,0.0
SCEN30.y_1_2_3,1.0
SCEN30.y_2_2_3,0.0
SCEN30.z_2_3,0.0
SCEN30.y_1_3_3,-0.0
SCEN30.y_2_3_3,1.0
SCEN30.z_3_3,0.0
SCEN31.x_1_1,0.9985949999999999
SCEN31.u_1_1,1.0
SCEN31.x_2_1,1.0
SCEN31.u_2_1,1.0
SCEN31.x_1_2,1.0
SCEN31.u_1_2,1.0
SCEN31.x_2_2,0.49557000000000007
SCEN31.u_2_2,1.0
SCEN31.x_1_3,0.8430249999999999
SCEN31.u_1_3,1.0
SCEN31.x_2_3,0.0
SCEN31.u_2_3,0.0
SCEN31.y_1_1_1,1.0
SCEN31.y_2_1_1,0.0
SCEN31.z_1_1,0.0
SCEN31.y_1_2_1,0.0
SCEN31.y_2_2_1,0.0
SCEN31.z_2_1,1.0
SCEN31.y_1_3_1,-0.0
SCEN31.y_2_3_1,1.0
SCEN31.z_3_1,0.0
SCEN31.y_1_1_2,-0.0
SCEN31.y_2_1_2,0.0
SCEN31.z_1_2,1.0
SCEN31.y_1_2_2,0.0
SCEN31.y_2_2_2,1.0
SCEN31.z_2_2,0.0
SCEN31.y_1_3_2,1.0
SCEN31.y_2_3_2,-0.0
SCEN31.z_3_2,0.0
SCEN31.y_1_1_3,1.0
SCEN31.y_2_1_3,-0.0
SCEN31.z_1_3,0.0
SCEN31.y_1_2_3,1.0
SCEN31.y_2_2_3,0.0
SCEN31.z_2_3,0.0
SCEN31.y_1_3_3,-0.0
SCEN31.y_2_3_3,1.0
SCEN31.z_3_3,0.0
SCEN32.x_1_1,0.9985949999999999
SCEN32.u_1_1,1.0
SCEN32.x_2_1,1.0
SCEN32.u_2_1,1.0
SCEN32.x_1_2,1.0
SCEN32.u_1_2,1.0
SCEN32.x_2_2,0.49557000000000007
SCEN32.u_2_2,1.0
SCEN32.x_1_3,0.8430249999999999
SCEN32.u_1_3,1.0
SCEN32.x_2_3,0.0
SCEN32.u_2_3,0.0
SCEN32.y_1_1_1,0.0
SCEN32.y_2_1_1,0.0
SCEN32.z_1_1,1.0
SCEN32.y_1_2_1,0.0
SCEN32.y_2_2_1,0.0
SCEN32.z_2_1,1.0
SCEN32.y_1_3_1,0.0
SCEN32.y_2_3_1,0.0
SCEN32.z_3_1,1.0
SCEN32.y_1_1_2,1.0
SCEN32.y_2_1_2,-0.0
SCEN32.z_1_2,0.0
SCEN32.y_1_2_2,0.0
SCEN32.y_2_2_2,1.0
SCEN32.z_2_2,0.0
SCEN32.y_1_3_2,1.0
SCEN32.y_2_3_2,0.0
SCEN32.z_3_2,0.0
SCEN32.y_1_1_3,1.0
SCEN32.y_2_1_3,-0.0
SCEN32.z_1_3,0.0
SCEN32.y_1_2_3,1.0
SCEN32.y_2_2_3,0.0
SCEN32.z_2_3,0.0
SCEN32.y_1_3_3,-0.0
SCEN32.y_2_3_3,1.0
SCEN32.z_3_3,0.0
SCEN33.x_1_1,0.9985949999999999
SCEN33.u_1_1,1.0
SCEN33.x_2_1,1.0
SCEN33.u_2_1,1.0
SCEN33.x_1_2,1.0
SCEN33.u_1_2,1.0
SCEN33.x_2_2,0.49557000000000007
SCEN33.u_2_2,1.0
SCEN33.x_1_3,0.8430249999999999
SCEN33.u_1_3,1.0
SCEN33.x_2_3,0.0
SCEN33.u_2_3,0.0
SCEN33.y_1_1_1,-0.0
SCEN33.y_2_1_1,1.0
SCEN33.z_1_1,0.0
SCEN33.y_1_2_1,0.0
SCEN33.y_2_2_1,0.0
SCEN33.z_2_1,1.0
SCEN33.y_1_3_1,0.0
SCEN33.y_2_3_1,0.0
SCEN33.z_3_1,1.0
SCEN33.y_1_1_2,1.0
SCEN33.y_2_1_2,0.0
SCEN33.z_1_2,0.0
SCEN33.y_1_2_2,1.0
SCEN33.y_2_2_2,-0.0
SCEN33.z_2_2,0.0
SCEN33.y_1_3_2,0.0
SCEN33.y_2_3_2,1.0
SCEN33.z_3_2,0.0
SCEN33.y_1_1_3,1.0
SCEN33.y_2_1_3,-0.0
SCEN33.z_1_3,0.0
SCEN33.y_1_2_3,1.0
SCEN33.y_2_2_3,0.0
SCEN33.z_2_3,0.0
SCEN33.y_1_3_3,-0.0
SCEN33.y_2_3_3,1.0
SCEN33.z_3_3,0.0
SCEN34.x_1_1,0.9985949999999999
SCEN34.u_1_1,1.0
SCEN34.x_2_1,1.0
SCEN34.u_2_1,1.0
SCEN34.x_1_2,1.0
SCEN34.u_1_2,1.0
SCEN34.x_2_2,0.49557000000000007
SCEN34.u_2_2,1.0
SCEN34.x_1_3,0.8430249999999999
SCEN34.u_1_3,1.0
SCEN34.x_2_3,0.0
SCEN34.u_2_3,0.0
SCEN34.y_1_1_1,1.0
SCEN34.y_2_1_1,-0.0
SCEN34.z_1_1,0.0
SCEN34.y_1_2_1,-0.0
SCEN34.y_2_2_1,0.0
SCEN34.z_2_1,1.0
SCEN34.y_1_3_1,0.0
SCEN34.y_2_3_1,1.0
SCEN34.z_3_1,0.0
SCEN34.y_1_1_2,-0.0
SCEN34.y_2_1_2,1.0
SCEN34.z_1_2,0.0
SCEN34.y_1_2_2,1.0
SCEN34.y_2_2_2,0.0
SCEN34.z_2_2,0.0
SCEN34.y_1_3_2,1.0
SCEN34.y_2_3_2,-0.0
SCEN34.z_3_2,0.0
SCEN34.y_1_1_3,1.0
SCEN34.y_2_1_3,-0.0
SCEN34.z_1_3,0.0
SCEN34.y_1_2_3,1.0
SCEN34.y_2_2_3,0.0
SCEN34.z_2_3,0.0
SCEN34.y_1_3_3,0.0
SCEN34.y_2_3_3,1.0
SCEN34.z_3_3,0.0
SCEN35.x_1_1,0.9985949999999999
SCEN35.u_1_1,1.0
SCEN35.x_2_1,1.0
SCEN35.u_2_1,1.0
SCEN35.x_1_2,1.0
SCEN35.u_1_2,1.0
SCEN35.x_2_2,0.49557000000000007
SCEN35.u_2_2,1.0
SCEN35.x_1_3,0.8430249999999999
SCEN35.u_1_3,1.0
SCEN35.x_2_3,0.0
SCEN35.u_2_3,0.0
SCEN35.y_1_1_1,1.0
SCEN35.y_2_1_1,0.0
SCEN35.z_1_1,0.0
SCEN35.y_1_2_1,0.0
SCEN35.y_2_2_1,0.0
SCEN35.z_2_1,1.0
SCEN35.y_1_3_1,0.0
SCEN35.y_2_3_1,1.0
SCEN35.z_3_1,0.0
SCEN35.y_1_1_2,-0.0
SCEN35.y_2_1_2,1.0
SCEN35.z_1_2,0.0
SCEN35.y_1_2_2,1.0
SCEN35.y_2_2_2,0.0
SCEN35.z_2_2,0.0
SCEN35.y_1_3_2,1.0
SCEN35.y_2_3_2,-0.0
SCEN35.z_3_2,0.0
SCEN35.y_1_1_3,1.0
SCEN35.y_2_1_3,-0.0
SCEN35.z_1_3,0.0
SCEN35.y_1_2_3,-0.0
SCEN35.y_2_2_3,1.0
SCEN35.z_2_3,0.0
SCEN35.y_1_3_3,-0.0
SCEN35.y_2_3_3,1.0
SCEN35.z_3_3,0.0
SCEN36.x_1_1,0.9985949999999999
SCEN36.u_1_1,1.0
SCEN36.x_2_1,1.0
SCEN36.u_2_1,1.0
SCEN36.x_1_2,1.0
SCEN36.u_1_2,1.0
SCEN36.x_2_2,0.49557000000000007
SCEN36.u_2_2,1.0
SCEN36.x_1_3,0.8430249999999999
SCEN36.u_1_3,1.0
SCEN36.x_2_3,0.0
SCEN36.u_2_3,0.0
SCEN36.y_1_1_1,0.0
SCEN36.y_2_1_1,0.0
SCEN36.z_1_1,1.0
SCEN36.y_1_2_1,-0.0
SCEN36.y_2_2_1,1.0
SCEN36.z_2_1,0.0
SCEN36.y_1_3_1,0.0
SCEN36.y_2_3_1,0.0
SCEN36.z_3_1,1.0
SCEN36.y_1_1_2,-0.0
SCEN36.y_2_1_2,1.0
SCEN36.z_1_2,0.0
SCEN36.y_1_2_2,1.0
SCEN36.y_2_2_2,0.0
SCEN36.z_2_2,0.0
SCEN36.y_1_3_2,1.0
SCEN36.y_2_3_2,-0.0
SCEN36.z_3_2,0.0
SCEN36.y_1_1_3,1.0
SCEN36.y_2_1_3,-0.0
SCEN36.z_1_3,0.0
SCEN36.y_1_2_3,1.0
SCEN36.y_2_2_3,0.0
SCEN36.z_2_3,0.0
SCEN36.y_1_3_3,-0.0
SCEN36.y_2_3_3,1.0
SCEN36.z_3_3,0.0
SCEN37.x_1_1,0.9985949999999999
SCEN37.u_1_1,1.0
SCEN37.x_2_1,1.0
SCEN37.u_2_1,1.0
SCEN37.x_1_2,1.0
SCEN37.u_1_2,1.0
SCEN37.x_2_2,0.49557000000000007
SCEN37.u_2_2,1.0
SCEN37.x_1_3,0.8430249999999999
SCEN37.u_1_3,1.0
SCEN37.x_2_3,0.0
SCEN37.u_2_3,0.0
SCEN37.y_1_1_1,1.0
SCEN37.y_2_1_1,0.0
SCEN37.z_1_1,0.0
SCEN37.y_1_2_1,-0.0
SCEN37.y_2_2_1,1.0
SCEN37.z_2_1,0.0
SCEN37.y_1_3_1,0.0
SCEN37.y_2_3_1,0.0
SCEN37.z_3_1,1.0
SCEN37.y_1_1_2,0.0
SCEN37.y_2_1_2,0.0
SCEN37.z_1_2,1.0
SCEN37.y_1_2_2,0.0
SCEN37.y_2_2_2,1.0
SCEN37.z_2_2,0.0
SCEN37.y_1_3_2,1.0
SCEN37.y_2_3_2,0.0
SCEN37.z_3_2,0.0
SCEN37.y_1_1_3,1.0
SCEN37.y_2_1_3,-0.0
SCEN37.z_1_3,0.0
SCEN37.y_1_2_3,1.0
SCEN37.y_2_2_3,-0.0
SCEN37.z_2_3,0.0
SCEN37.y_1_3_3,-0.0
SCEN37.y_2_3_3,1.0
SCEN37.z_3_3,0.0
SCEN38.x_1_1,0.9985949999999999
SCEN38.u_1_1,1.0
SCEN38.x_2_1,1.0
SCEN38.u_2_1,1.0
SCEN38.x_1_2,1.0
SCEN38.u_1_2,1.0
SCEN38.x_2_2,0.49557000000000007
SCEN38.u_2_2,1.0
SCEN38.x_1_3,0.8430249999999999
SCEN38.u_1_3,1.0
SCEN38.x_2_3,0.0
SCEN38.u_2_3,0.0
SCEN38.y_1_1_1,0.0
SCEN38.y_2_1_1,0.0
SCEN38.z_1_1,1.0
SCEN38.y_1_2_1,0.0
SCEN38.y_2_2_1,0.0
SCEN38.z_2_1,1.0
SCEN38.y_1_3_1,0.0
SCEN38.y_2_3_1,0.0
SCEN38.z_3_1,1.0
SCEN38.y_1_1_2,-0.0
SCEN38.y_2_1_2,1.0
SCEN38.z_1_2,0.0
SCEN38.y_1_2_2,0.0
SCEN38.y_2_2_2,1.0
SCEN38.z_2_2,0.0
SCEN38.y_1_3_2,1.0
SCEN38.y_2_3_2,-0.0
SCEN38.z_3_2,0.0
SCEN38.y_1_1_3,1.0
SCEN38.y_2_1_3,-0.0
SCEN38.z_1_3,0.0
SCEN38.y_1_2_3,1.0
SCEN38.y_2_2_3,0.0
SCEN38.z_2_3,0.0
SCEN38.y_1_3_3,-0.0
SCEN38.y_2_3_3,1.0
SCEN38.z_3_3,0.0
SCEN39.x_1_1,0.9985949999999999
SCEN39.u_1_1,1.0
SCEN39.x_2_1,1.0
SCEN39.u_2_1,1.0
SCEN39.x_1_2,1.0
SCEN39.u_1_2,1.0
SCEN39.x_2_2,0.49557000000000007
SCEN39.u_2_2,1.0
SCEN39.x_1_3,0.8430249999999999
SCEN39.u_1_3,1.0
SCEN39.x_2_3,0.0
SCEN39.u_2_3,0.0
SCEN39.y_1_1_1,1.0
SCEN39.y_2_1_1,-0.0
SCEN39.z_1_1,0.0
SCEN39.y_1_2_1,-0.0
SCEN39.y_2_2_1,-0.0
SCEN39.z_2_1,1.0
SCEN39.y_1_3_1,0.0
SCEN39.y_2_3_1,1.0
SCEN39.z_3_1,0.0
SCEN39.y_1_1_2,-0.0
SCEN39.y_2_1_2,1.0
SCEN39.z_1_2,0.0
SCEN39.y_1_2_2,-0.0
SCEN39.y_2_2_2,1.0
SCEN39.z_2_2,0.0
SCEN39.y_1_3_2,1.0
SCEN39.y_2_3_2,-0.0
SCEN39.z_3_2,0.0
SCEN39.y_1_1_3,1.0
SCEN39.y_2_1_3,-0.0
SCEN39.z_1_3,0.0
SCEN39.y_1_2_3,1.0
SCEN39.y_2_2_3,0.0
SCEN39.z_2_3,0.0
SCEN39.y_1_3_3,-0.0
SCEN39.y_2_3_3,1.0
SCEN39.z_3_3,0.0
SCEN40.x_1_1,0.9985949999999999
SCEN40.u_1_1,1.0
SCEN40.x_2_1,1.0
SCEN40.u_2_1,1.0
SCEN40.x_1_2,1.0
SCEN40.u_1_2,1.0
SCEN40.x_2_2,0.49557000000000007
SCEN40.u_2_2,1.0
SCEN40.x_1_3,0.8430249999999999
SCEN40.u_1_3,1.0
SCEN40.x_2_3,0.0
SCEN40.u_2_3,0.0
SCEN40.y_1_1_1,0.0
SCEN40.y_2_1_1,0.0
SCEN40.z_1_1,1.0
SCEN40.y_1_2_1,-0.0
SCEN40.y_2_2_1,1.0
SCEN40.z_2_1,0.0
SCEN40.y_1_3_1,0.0
SCEN40.y_2_3_1,0.0
SCEN40.z_3_1,1.0
SCEN40.y_1_1_2,1.0
SCEN40.y_2_1_2,0.0
SCEN40.z_1_2,0.0
SCEN40.y_1_2_2,-0.0
SCEN40.y_2_2_2,1.0
SCEN40.z_2_2,0.0
SCEN40.y_1_3_2,1.0
SCEN40.y_2_3_2,0.0
SCEN40.z_3_2,0.0
SCEN40.y_1_1_3,1.0
SCEN40.y_2_1_3,-0.0
SCEN40.z_1_3,0.0
SCEN40.y_1_2_3,1.0
SCEN40.y_2_2_3,-0.0
SCEN40.z_2_3,0.0
SCEN40.y_1_3_3,-0.0
SCEN40.y_2_3_3,1.0
SCEN40.z_3_3,0.0
SCEN41.x_1_1,0.9985949999999999
SCEN41.u_1_1,1.0
SCEN41.x_2_1,1.0
SCEN41.u_2_1,1.0
SCEN41.x_1_2,1.0
SCEN41.u_1_2,1.0
SCEN41.x_2_2,0.49557000000000007
SCEN41.u_2_2,1.0
SCEN41.x_1_3,0.8430249999999999
SCEN41.u_1_3,1.0
SCEN41.x_2_3,0.0
SCEN41.u_2_3,0.0
SCEN41.y_1_1_1,-0.0
SCEN41.y_2_1_1,1.0
SCEN41.z_1_1,0.0
SCEN41.y_1_2_1,0.0
SCEN41.y_2_2_1,0.0
SCEN41.z_2_1,1.0
SCEN41.y_1_3_1,0.0
SCEN41.y_2_3_1,0.0
SCEN41.z_3_1,1.0
SCEN41.y_1_1_2,-0.0
SCEN41.y_2_1_2,1.0
SCEN41.z_1_2,0.0
SCEN41.y_1_2_2,1.0
SCEN41.y_2_2_2,0.0
SCEN41.z_2_2,0.0
SCEN41.y_1_3_2,1.0
SCEN41.y_2_3_2,0.0
SCEN41.z_3_2,0.0
SCEN41.y_1_1_3,1.0
SCEN41.y_2_1_3,-0.0
SCEN41.z_1_3,0.0
SCEN41.y_1_2_3,1.0
SCEN41.y_2_2_3,0.0
SCEN41.z_2_3,0.0
SCEN41.y_1_3_3,-0.0
SCEN41.y_2_3_3,1.0
SCEN41.z_3_3,0.0
SCEN42.x_1_1,0.9985949999999999
SCEN42.u_1_1,1.0
SCEN42.x_2_1,1.0
SCEN42.u_2_1,1.0
SCEN42.x_1_2,1.0
SCEN42.u_1_2,1.0
SCEN42.x_2_2,0.49557000000000007
