constraint_name,in_IIS,sense,rhs
rec_s20_edge_51_36_choose_one,1,=,1.0
rec_s20_edge_52_47_choose_one,1,=,1.0
rec_s20_edge_53_43_choose_one,1,=,1.0
rec_s51_edge_0_2_choose_one,1,=,1.0
rec_s51_edge_1_22_choose_one,1,=,1.0
rec_s51_edge_2_1_choose_one,1,=,1.0
rec_s51_edge_3_9_choose_one,1,=,1.0
rec_s51_edge_4_34_choose_one,1,=,1.0
rec_s51_edge_5_0_choose_one,1,=,1.0
rec_s51_edge_6_52_choose_one,0,=,1.0
rec_s51_edge_7_3_choose_one,0,=,1.0
rec_s51_edge_8_10_choose_one,1,=,1.0
rec_s51_edge_9_6_choose_one,1,=,1.0
rec_s51_edge_10_5_choose_one,1,=,1.0
rec_s51_edge_11_8_choose_one,1,=,1.0
rec_s51_edge_12_11_choose_one,1,=,1.0
rec_s51_edge_13_14_choose_one,1,=,1.0
rec_s51_edge_14_12_choose_one,0,=,1.0
rec_s51_edge_15_13_choose_one,1,=,1.0
rec_s51_edge_16_17_choose_one,1,=,1.0
rec_s51_edge_17_38_choose_one,1,=,1.0
rec_s51_edge_18_20_choose_one,1,=,1.0
rec_s51_edge_19_45_choose_one,1,=,1.0
rec_s51_edge_20_16_choose_one,1,=,1.0
rec_s51_edge_21_24_choose_one,0,=,1.0
rec_s51_edge_22_21_choose_one,0,=,1.0
rec_s51_edge_23_46_choose_one,1,=,1.0
rec_s51_edge_24_23_choose_one,1,=,1.0
rec_s51_edge_25_31_choose_one,1,=,1.0
rec_s51_edge_26_27_choose_one,1,=,1.0
rec_s51_edge_27_28_choose_one,1,=,1.0
rec_s51_edge_28_25_choose_one,1,=,1.0
rec_s51_edge_29_7_choose_one,1,=,1.0
rec_s51_edge_30_29_choose_one,1,=,1.0
rec_s51_edge_31_30_choose_one,0,=,1.0
rec_s51_edge_32_40_choose_one,1,=,1.0
rec_s51_edge_33_35_choose_one,0,=,1.0
rec_s51_edge_34_33_choose_one,1,=,1.0
rec_s51_edge_35_32_choose_one,1,=,1.0
rec_s51_edge_36_49_choose_one,1,=,1.0
rec_s51_edge_37_39_choose_one,1,=,1.0
rec_s51_edge_38_15_choose_one,1,=,1.0
rec_s51_edge_39_53_choose_one,1,=,1.0
rec_s51_edge_40_37_choose_one,1,=,1.0
rec_s51_edge_41_4_choose_one,1,=,1.0
rec_s51_edge_42_44_choose_one,1,=,1.0
rec_s51_edge_43_19_choose_one,1,=,1.0
rec_s51_edge_44_50_choose_one,1,=,1.0
rec_s51_edge_45_18_choose_one,1,=,1.0
rec_s51_edge_46_42_choose_one,1,=,1.0
rec_s51_edge_47_41_choose_one,1,=,1.0
rec_s51_edge_48_51_choose_one,1,=,1.0
rec_s51_edge_49_26_choose_one,1,=,1.0
rec_s51_edge_50_48_choose_one,1,=,1.0
rec_s51_edge_51_36_choose_one,1,=,1.0
rec_s51_edge_52_47_choose_one,1,=,1.0
rec_s51_edge_53_43_choose_one,1,=,1.0
rec_s61_edge_0_2_choose_one,0,=,1.0
rec_s61_edge_1_22_choose_one,1,=,1.0
rec_s61_edge_2_1_choose_one,1,=,1.0
rec_s61_edge_3_9_choose_one,0,=,1.0
rec_s61_edge_4_34_choose_one,1,=,1.0
rec_s61_edge_5_0_choose_one,1,=,1.0
rec_s61_edge_6_52_choose_one,0,=,1.0
rec_s61_edge_7_3_choose_one,0,=,1.0
rec_s61_edge_8_10_choose_one,1,=,1.0
rec_s61_edge_9_6_choose_one,0,=,1.0
rec_s61_edge_10_5_choose_one,1,=,1.0
rec_s61_edge_11_8_choose_one,1,=,1.0
rec_s61_edge_12_11_choose_one,1,=,1.0
rec_s61_edge_13_14_choose_one,1,=,1.0
rec_s61_edge_14_12_choose_one,1,=,1.0
rec_s61_edge_15_13_choose_one,1,=,1.0
rec_s61_edge_16_17_choose_one,1,=,1.0
rec_s61_edge_17_38_choose_one,1,=,1.0
rec_s61_edge_18_20_choose_one,1,=,1.0
rec_s61_edge_19_45_choose_one,1,=,1.0
rec_s61_edge_20_16_choose_one,1,=,1.0
rec_s61_edge_21_24_choose_one,1,=,1.0
rec_s61_edge_22_21_choose_one,1,=,1.0
rec_s61_edge_23_46_choose_one,0,=,1.0
rec_s61_edge_24_23_choose_one,1,=,1.0
rec_s61_edge_25_31_choose_one,1,=,1.0
rec_s61_edge_26_27_choose_one,1,=,1.0
rec_s61_edge_27_28_choose_one,0,=,1.0
rec_s61_edge_28_25_choose_one,1,=,1.0
rec_s61_edge_29_7_choose_one,1,=,1.0
rec_s61_edge_30_29_choose_one,1,=,1.0
rec_s61_edge_31_30_choose_one,1,=,1.0
rec_s61_edge_32_40_choose_one,1,=,1.0
rec_s61_edge_33_35_choose_one,1,=,1.0
rec_s61_edge_34_33_choose_one,1,=,1.0
rec_s61_edge_35_32_choose_one,1,=,1.0
rec_s61_edge_36_49_choose_one,1,=,1.0
rec_s61_edge_37_39_choose_one,1,=,1.0
rec_s61_edge_38_15_choose_one,1,=,1.0
rec_s61_edge_39_53_choose_one,1,=,1.0
rec_s61_edge_40_37_choose_one,1,=,1.0
rec_s61_edge_41_4_choose_one,1,=,1.0
rec_s61_edge_42_44_choose_one,1,=,1.0
rec_s61_edge_43_19_choose_one,1,=,1.0
rec_s61_edge_44_50_choose_one,1,=,1.0
rec_s61_edge_45_18_choose_one,1,=,1.0
rec_s61_edge_46_42_choose_one,1,=,1.0
rec_s61_edge_47_41_choose_one,1,=,1.0
rec_s61_edge_48_51_choose_one,1,=,1.0
rec_s61_edge_49_26_choose_one,1,=,1.0
rec_s61_edge_50_48_choose_one,0,=,1.0
rec_s61_edge_51_36_choose_one,1,=,1.0
rec_s61_edge_52_47_choose_one,1,=,1.0
rec_s61_edge_53_43_choose_one,1,=,1.0
rec_s81_edge_0_2_choose_one,1,=,1.0
rec_s81_edge_1_22_choose_one,1,=,1.0
rec_s81_edge_2_1_choose_one,1,=,1.0
rec_s81_edge_3_9_choose_one,1,=,1.0
rec_s81_edge_4_34_choose_one,1,=,1.0
rec_s81_edge_5_0_choose_one,1,=,1.0
rec_s81_edge_6_52_choose_one,1,=,1.0
rec_s81_edge_7_3_choose_one,1,=,1.0
rec_s81_edge_8_10_choose_one,1,=,1.0
rec_s81_edge_9_6_choose_one,1,=,1.0
rec_s81_edge_10_5_choose_one,1,=,1.0
rec_s81_edge_11_8_choose_one,1,=,1.0
rec_s81_edge_12_11_choose_one,1,=,1.0
rec_s81_edge_13_14_choose_one,1,=,1.0
rec_s81_edge_14_12_choose_one,1,=,1.0
rec_s81_edge_15_13_choose_one,1,=,1.0
rec_s81_edge_16_17_choose_one,1,=,1.0
rec_s81_edge_17_38_choose_one,0,=,1.0
rec_s81_edge_18_20_choose_one,0,=,1.0
rec_s81_edge_19_45_choose_one,1,=,1.0
rec_s81_edge_20_16_choose_one,1,=,1.0
rec_s81_edge_21_24_choose_one,1,=,1.0
rec_s81_edge_22_21_choose_one,0,=,1.0
rec_s81_edge_23_46_choose_one,0,=,1.0
rec_s81_edge_24_23_choose_one,1,=,1.0
rec_s81_edge_25_31_choose_one,1,=,1.0
rec_s81_edge_26_27_choose_one,1,=,1.0
rec_s81_edge_27_28_choose_one,1,=,1.0
rec_s81_edge_28_25_choose_one,1,=,1.0
rec_s81_edge_29_7_choose_one,1,=,1.0
rec_s81_edge_30_29_choose_one,1,=,1.0
rec_s81_edge_31_30_choose_one,0,=,1.0
rec_s81_edge_32_40_choose_one,1,=,1.0
rec_s81_edge_33_35_choose_one,1,=,1.0
rec_s81_edge_34_33_choose_one,1,=,1.0
rec_s81_edge_35_32_choose_one,0,=,1.0
rec_s81_edge_36_49_choose_one,1,=,1.0
rec_s81_edge_37_39_choose_one,1,=,1.0
rec_s81_edge_38_15_choose_one,0,=,1.0
rec_s81_edge_39_53_choose_one,1,=,1.0
rec_s81_edge_40_37_choose_one,1,=,1.0
rec_s81_edge_41_4_choose_one,0,=,1.0
rec_s81_edge_42_44_choose_one,0,=,1.0
rec_s81_edge_43_19_choose_one,0,=,1.0
rec_s81_edge_44_50_choose_one,1,=,1.0
rec_s81_edge_45_18_choose_one,1,=,1.0
rec_s81_edge_46_42_choose_one,1,=,1.0
rec_s81_edge_47_41_choose_one,1,=,1.0
rec_s81_edge_48_51_choose_one,1,=,1.0
rec_s81_edge_49_26_choose_one,1,=,1.0
rec_s81_edge_50_48_choose_one,1,=,1.0
rec_s81_edge_51_36_choose_one,1,=,1.0
rec_s81_edge_52_47_choose_one,0,=,1.0
rec_s81_edge_53_43_choose_one,1,=,1.0
rec_s9_edge_0_2_choose_one,1,=,1.0
rec_s9_edge_1_22_choose_one,1,=,1.0
rec_s9_edge_2_1_choose_one,1,=,1.0
rec_s9_edge_3_9_choose_one,1,=,1.0
rec_s9_edge_4_34_choose_one,1,=,1.0
rec_s9_edge_5_0_choose_one,1,=,1.0
rec_s9_edge_6_52_choose_one,1,=,1.0
rec_s9_edge_7_3_choose_one,1,=,1.0
rec_s9_edge_8_10_choose_one,1,=,1.0
rec_s9_edge_9_6_choose_one,1,=,1.0
rec_s9_edge_10_5_choose_one,1,=,1.0
rec_s9_edge_11_8_choose_one,1,=,1.0
rec_s9_edge_12_11_choose_one,1,=,1.0
rec_s9_edge_13_14_choose_one,1,=,1.0
rec_s9_edge_14_12_choose_one,1,=,1.0
rec_s9_edge_15_13_choose_one,1,=,1.0
rec_s9_edge_16_17_choose_one,1,=,1.0
rec_s9_edge_17_38_choose_one,1,=,1.0
rec_s9_edge_18_20_choose_one,1,=,1.0
rec_s9_edge_19_45_choose_one,1,=,1.0
rec_s9_edge_20_16_choose_one,1,=,1.0
rec_s9_edge_21_24_choose_one,1,=,1.0
rec_s9_edge_22_21_choose_one,1,=,1.0
rec_s9_edge_23_46_choose_one,1,=,1.0
rec_s9_edge_24_23_choose_one,1,=,1.0
rec_s9_edge_25_31_choose_one,1,=,1.0
rec_s9_edge_26_27_choose_one,1,=,1.0
rec_s9_edge_27_28_choose_one,1,=,1.0
rec_s9_edge_28_25_choose_one,1,=,1.0
rec_s9_edge_29_7_choose_one,1,=,1.0
rec_s9_edge_30_29_choose_one,1,=,1.0
rec_s9_edge_31_30_choose_one,1,=,1.0
rec_s9_edge_32_40_choose_one,1,=,1.0
rec_s9_edge_33_35_choose_one,1,=,1.0
rec_s9_edge_34_33_choose_one,1,=,1.0
rec_s9_edge_35_32_choose_one,1,=,1.0
rec_s9_edge_36_49_choose_one,1,=,1.0
rec_s9_edge_37_39_choose_one,1,=,1.0
rec_s9_edge_38_15_choose_one,1,=,1.0
rec_s9_edge_39_53_choose_one,0,=,1.0
rec_s9_edge_40_37_choose_one,1,=,1.0
rec_s9_edge_41_4_choose_one,1,=,1.0
rec_s9_edge_42_44_choose_one,0,=,1.0
rec_s9_edge_43_19_choose_one,1,=,1.0
rec_s9_edge_44_50_choose_one,1,=,1.0
rec_s9_edge_45_18_choose_one,0,=,1.0
rec_s9_edge_46_42_choose_one,1,=,1.0
rec_s9_edge_47_41_choose_one,1,=,1.0
rec_s9_edge_48_51_choose_one,1,=,1.0
rec_s9_edge_49_26_choose_one,1,=,1.0
rec_s9_edge_50_48_choose_one,1,=,1.0
rec_s9_edge_51_36_choose_one,1,=,1.0
rec_s9_edge_52_47_choose_one,1,=,1.0
rec_s9_edge_53_43_choose_one,1,=,1.0
rec_s63_edge_0_2_choose_one,0,=,1.0
rec_s63_edge_1_22_choose_one,1,=,1.0
rec_s63_edge_2_1_choose_one,1,=,1.0
rec_s63_edge_3_9_choose_one,1,=,1.0
rec_s63_edge_4_34_choose_one,1,=,1.0
rec_s63_edge_5_0_choose_one,1,=,1.0
rec_s63_edge_6_52_choose_one,1,=,1.0
rec_s63_edge_7_3_choose_one,0,=,1.0
rec_s63_edge_8_10_choose_one,1,=,1.0
rec_s63_edge_9_6_choose_one,1,=,1.0
rec_s63_edge_10_5_choose_one,1,=,1.0
rec_s63_edge_11_8_choose_one,1,=,1.0
rec_s63_edge_12_11_choose_one,1,=,1.0
rec_s63_edge_13_14_choose_one,0,=,1.0
rec_s63_edge_14_12_choose_one,1,=,1.0
rec_s63_edge_15_13_choose_one,1,=,1.0
rec_s63_edge_16_17_choose_one,1,=,1.0
rec_s63_edge_17_38_choose_one,1,=,1.0
rec_s63_edge_18_20_choose_one,1,=,1.0
rec_s63_edge_19_45_choose_one,1,=,1.0
rec_s63_edge_20_16_choose_one,1,=,1.0
rec_s63_edge_21_24_choose_one,1,=,1.0
rec_s63_edge_22_21_choose_one,1,=,1.0
rec_s63_edge_23_46_choose_one,1,=,1.0
rec_s63_edge_24_23_choose_one,0,=,1.0
rec_s63_edge_25_31_choose_one,1,=,1.0
rec_s63_edge_26_27_choose_one,1,=,1.0
rec_s63_edge_27_28_choose_one,1,=,1.0
rec_s63_edge_28_25_choose_one,1,=,1.0
rec_s63_edge_29_7_choose_one,1,=,1.0
rec_s63_edge_30_29_choose_one,1,=,1.0
rec_s63_edge_31_30_choose_one,1,=,1.0
rec_s63_edge_32_40_choose_one,1,=,1.0
rec_s63_edge_33_35_choose_one,1,=,1.0
rec_s63_edge_34_33_choose_one,1,=,1.0
rec_s63_edge_35_32_choose_one,0,=,1.0
rec_s63_edge_36_49_choose_one,1,=,1.0
rec_s63_edge_37_39_choose_one,1,=,1.0
rec_s63_edge_38_15_choose_one,1,=,1.0
rec_s63_edge_39_53_choose_one,1,=,1.0
rec_s63_edge_40_37_choose_one,1,=,1.0
rec_s63_edge_41_4_choose_one,0,=,1.0
rec_s63_edge_42_44_choose_one,1,=,1.0
rec_s63_edge_43_19_choose_one,1,=,1.0
rec_s63_edge_44_50_choose_one,1,=,1.0
rec_s63_edge_45_18_choose_one,1,=,1.0
rec_s63_edge_46_42_choose_one,1,=,1.0
rec_s63_edge_47_41_choose_one,0,=,1.0
rec_s63_edge_48_51_choose_one,0,=,1.0
rec_s63_edge_49_26_choose_one,1,=,1.0
rec_s63_edge_50_48_choose_one,1,=,1.0
rec_s63_edge_51_36_choose_one,1,=,1.0
rec_s63_edge_52_47_choose_one,0,=,1.0
rec_s63_edge_53_43_choose_one,1,=,1.0
rec_s43_edge_0_2_choose_one,0,=,1.0
rec_s43_edge_1_22_choose_one,1,=,1.0
rec_s43_edge_2_1_choose_one,1,=,1.0
rec_s43_edge_3_9_choose_one,1,=,1.0
rec_s43_edge_4_34_choose_one,1,=,1.0
rec_s43_edge_5_0_choose_one,1,=,1.0
rec_s43_edge_6_52_choose_one,1,=,1.0
rec_s43_edge_7_3_choose_one,1,=,1.0
rec_s43_edge_8_10_choose_one,0,=,1.0
rec_s43_edge_9_6_choose_one,1,=,1.0
rec_s43_edge_10_5_choose_one,1,=,1.0
rec_s43_edge_11_8_choose_one,1,=,1.0
rec_s43_edge_12_11_choose_one,1,=,1.0
rec_s43_edge_13_14_choose_one,1,=,1.0
rec_s43_edge_14_12_choose_one,1,=,1.0
rec_s43_edge_15_13_choose_one,1,=,1.0
rec_s43_edge_16_17_choose_one,0,=,1.0
rec_s43_edge_17_38_choose_one,1,=,1.0
rec_s43_edge_18_20_choose_one,1,=,1.0
rec_s43_edge_19_45_choose_one,1,=,1.0
rec_s43_edge_20_16_choose_one,1,=,1.0
rec_s43_edge_21_24_choose_one,1,=,1.0
rec_s43_edge_22_21_choose_one,1,=,1.0
rec_s43_edge_23_46_choose_one,0,=,1.0
rec_s43_edge_24_23_choose_one,1,=,1.0
rec_s43_edge_25_31_choose_one,1,=,1.0
rec_s43_edge_26_27_choose_one,1,=,1.0
rec_s43_edge_27_28_choose_one,1,=,1.0
rec_s43_edge_28_25_choose_one,1,=,1.0
rec_s43_edge_29_7_choose_one,1,=,1.0
rec_s43_edge_30_29_choose_one,1,=,1.0
rec_s43_edge_31_30_choose_one,1,=,1.0
rec_s43_edge_32_40_choose_one,1,=,1.0
rec_s43_edge_33_35_choose_one,1,=,1.0
rec_s43_edge_34_33_choose_one,1,=,1.0
rec_s43_edge_35_32_choose_one,1,=,1.0
rec_s43_edge_36_49_choose_one,1,=,1.0
rec_s43_edge_37_39_choose_one,0,=,1.0
rec_s43_edge_38_15_choose_one,1,=,1.0
rec_s43_edge_39_53_choose_one,1,=,1.0
rec_s43_edge_40_37_choose_one,1,=,1.0
rec_s43_edge_41_4_choose_one,1,=,1.0
rec_s43_edge_42_44_choose_one,0,=,1.0
rec_s43_edge_43_19_choose_one,1,=,1.0
rec_s43_edge_44_50_choose_one,0,=,1.0
rec_s43_edge_45_18_choose_one,0,=,1.0
rec_s43_edge_46_42_choose_one,1,=,1.0
rec_s43_edge_47_41_choose_one,1,=,1.0
rec_s43_edge_48_51_choose_one,1,=,1.0
rec_s43_edge_49_26_choose_one,1,=,1.0
rec_s43_edge_50_48_choose_one,1,=,1.0
rec_s43_edge_51_36_choose_one,1,=,1.0
rec_s43_edge_52_47_choose_one,1,=,1.0
rec_s43_edge_53_43_choose_one,1,=,1.0
rec_s72_edge_0_2_choose_one,1,=,1.0
rec_s72_edge_1_22_choose_one,0,=,1.0
rec_s72_edge_2_1_choose_one,1,=,1.0
rec_s72_edge_3_9_choose_one,0,=,1.0
rec_s72_edge_4_34_choose_one,1,=,1.0
rec_s72_edge_5_0_choose_one,1,=,1.0
rec_s72_edge_6_52_choose_one,1,=,1.0
rec_s72_edge_7_3_choose_one,1,=,1.0
rec_s72_edge_8_10_choose_one,0,=,1.0
rec_s72_edge_9_6_choose_one,1,=,1.0
rec_s72_edge_10_5_choose_one,0,=,1.0
rec_s72_edge_11_8_choose_one,1,=,1.0
rec_s72_edge_12_11_choose_one,1,=,1.0
rec_s72_edge_13_14_choose_one,0,=,1.0
rec_s72_edge_14_12_choose_one,1,=,1.0
rec_s72_edge_15_13_choose_one,1,=,1.0
rec_s72_edge_16_17_choose_one,1,=,1.0
rec_s72_edge_17_38_choose_one,1,=,1.0
rec_s72_edge_18_20_choose_one,1,=,1.0
rec_s72_edge_19_45_choose_one,1,=,1.0
rec_s72_edge_20_16_choose_one,1,=,1.0
rec_s72_edge_21_24_choose_one,1,=,1.0
rec_s72_edge_22_21_choose_one,1,=,1.0
rec_s72_edge_23_46_choose_one,0,=,1.0
rec_s72_edge_24_23_choose_one,1,=,1.0
rec_s72_edge_25_31_choose_one,1,=,1.0
rec_s72_edge_26_27_choose_one,1,=,1.0
rec_s72_edge_27_28_choose_one,1,=,1.0
rec_s72_edge_28_25_choose_one,1,=,1.0
rec_s72_edge_29_7_choose_one,1,=,1.0
rec_s72_edge_30_29_choose_one,1,=,1.0
rec_s72_edge_31_30_choose_one,1,=,1.0
rec_s72_edge_32_40_choose_one,1,=,1.0
rec_s72_edge_33_35_choose_one,1,=,1.0
rec_s72_edge_34_33_choose_one,1,=,1.0
rec_s72_edge_35_32_choose_one,1,=,1.0
rec_s72_edge_36_49_choose_one,1,=,1.0
rec_s72_edge_37_39_choose_one,0,=,1.0
rec_s72_edge_38_15_choose_one,1,=,1.0
rec_s72_edge_39_53_choose_one,1,=,1.0
rec_s72_edge_40_37_choose_one,1,=,1.0
rec_s72_edge_41_4_choose_one,1,=,1.0
rec_s72_edge_42_44_choose_one,1,=,1.0
rec_s72_edge_43_19_choose_one,1,=,1.0
rec_s72_edge_44_50_choose_one,1,=,1.0
rec_s72_edge_45_18_choose_one,1,=,1.0
rec_s72_edge_46_42_choose_one,1,=,1.0
rec_s72_edge_47_41_choose_one,0,=,1.0
rec_s72_edge_48_51_choose_one,1,=,1.0
rec_s72_edge_49_26_choose_one,1,=,1.0
rec_s72_edge_50_48_choose_one,0,=,1.0
rec_s72_edge_51_36_choose_one,1,=,1.0
rec_s72_edge_52_47_choose_one,1,=,1.0
rec_s72_edge_53_43_choose_one,1,=,1.0
budget_K,1,<,-7983.05
