variable_name,lower_bound,upper_bound,IIS_lower_bound,IIS_upper_bound,vtype
y_s4_i3_j9_k2,0.0,1.0,0,0,B
y_s4_i4_j34_k0,0.0,1.0,0,0,B
y_s4_i4_j34_k1,0.0,1.0,0,0,B
y_s4_i4_j34_k2,0.0,1.0,0,0,B
y_s4_i5_j0_k0,0.0,1.0,0,0,B
y_s4_i5_j0_k1,0.0,1.0,0,0,B
y_s4_i5_j0_k2,0.0,1.0,0,0,B
y_s4_i6_j52_k0,0.0,1.0,0,0,B
y_s4_i6_j52_k1,0.0,1.0,0,0,B
y_s4_i6_j52_k2,0.0,1.0,0,0,B
y_s4_i7_j3_k0,0.0,1.0,0,0,B
y_s4_i7_j3_k1,0.0,1.0,0,0,B
y_s4_i7_j3_k2,0.0,1.0,0,0,B
y_s4_i8_j10_k0,0.0,1.0,0,0,B
y_s4_i8_j10_k1,0.0,1.0,0,0,B
y_s4_i8_j10_k2,0.0,1.0,0,0,B
y_s4_i9_j6_k0,0.0,1.0,0,0,B
y_s4_i9_j6_k1,0.0,1.0,0,0,B
y_s4_i9_j6_k2,0.0,1.0,0,0,B
y_s4_i10_j5_k0,0.0,1.0,0,0,B
y_s4_i10_j5_k1,0.0,1.0,0,0,B
y_s4_i10_j5_k2,0.0,1.0,0,0,B
y_s4_i11_j8_k0,0.0,1.0,0,0,B
y_s4_i11_j8_k1,0.0,1.0,0,0,B
y_s4_i11_j8_k2,0.0,1.0,0,0,B
y_s4_i12_j11_k0,0.0,1.0,0,0,B
y_s4_i12_j11_k1,0.0,1.0,0,0,B
y_s4_i12_j11_k2,0.0,1.0,0,0,B
y_s4_i13_j14_k0,0.0,1.0,0,0,B
y_s4_i13_j14_k1,0.0,1.0,0,0,B
y_s4_i13_j14_k2,0.0,1.0,0,0,B
y_s4_i14_j12_k0,0.0,1.0,0,0,B
y_s4_i14_j12_k1,0.0,1.0,0,0,B
y_s4_i14_j12_k2,0.0,1.0,0,0,B
y_s4_i15_j13_k0,0.0,1.0,0,0,B
y_s4_i15_j13_k1,0.0,1.0,0,0,B
y_s4_i15_j13_k2,0.0,1.0,0,0,B
y_s4_i16_j17_k0,0.0,1.0,0,0,B
y_s4_i16_j17_k1,0.0,1.0,0,0,B
y_s4_i16_j17_k2,0.0,1.0,0,0,B
y_s4_i17_j38_k0,0.0,1.0,0,0,B
y_s4_i17_j38_k1,0.0,1.0,0,0,B
y_s4_i17_j38_k2,0.0,1.0,0,0,B
y_s4_i18_j20_k0,0.0,1.0,0,0,B
y_s4_i18_j20_k1,0.0,1.0,0,0,B
y_s4_i18_j20_k2,0.0,1.0,0,0,B
y_s4_i19_j45_k0,0.0,1.0,0,0,B
y_s4_i19_j45_k1,0.0,1.0,0,0,B
y_s4_i19_j45_k2,0.0,1.0,0,0,B
y_s4_i20_j16_k0,0.0,1.0,0,0,B
y_s4_i20_j16_k1,0.0,1.0,0,0,B
y_s4_i20_j16_k2,0.0,1.0,0,0,B
y_s4_i21_j24_k0,0.0,1.0,0,0,B
y_s4_i21_j24_k1,0.0,1.0,0,0,B
y_s4_i21_j24_k2,0.0,1.0,0,0,B
y_s4_i22_j21_k0,0.0,1.0,0,0,B
y_s4_i22_j21_k1,0.0,1.0,0,0,B
y_s4_i22_j21_k2,0.0,1.0,0,0,B
y_s4_i23_j46_k0,0.0,1.0,0,0,B
y_s4_i23_j46_k1,0.0,1.0,0,0,B
y_s4_i23_j46_k2,0.0,1.0,0,0,B
y_s4_i24_j23_k0,0.0,1.0,0,0,B
y_s4_i24_j23_k1,0.0,1.0,0,0,B
y_s4_i24_j23_k2,0.0,1.0,0,0,B
y_s4_i25_j31_k0,0.0,1.0,0,0,B
y_s4_i25_j31_k1,0.0,1.0,0,0,B
y_s4_i25_j31_k2,0.0,1.0,0,0,B
y_s4_i26_j27_k0,0.0,1.0,0,0,B
y_s4_i26_j27_k1,0.0,1.0,0,0,B
y_s4_i26_j27_k2,0.0,1.0,0,0,B
y_s4_i27_j28_k0,0.0,1.0,0,0,B
y_s4_i27_j28_k1,0.0,1.0,0,0,B
y_s4_i27_j28_k2,0.0,1.0,0,0,B
y_s4_i28_j25_k0,0.0,1.0,0,0,B
y_s4_i28_j25_k1,0.0,1.0,0,0,B
y_s4_i28_j25_k2,0.0,1.0,0,0,B
y_s4_i29_j7_k0,0.0,1.0,0,0,B
y_s4_i29_j7_k1,0.0,1.0,0,0,B
y_s4_i29_j7_k2,0.0,1.0,0,0,B
y_s4_i30_j29_k0,0.0,1.0,0,0,B
y_s4_i30_j29_k1,0.0,1.0,0,0,B
y_s4_i30_j29_k2,0.0,1.0,0,0,B
y_s4_i31_j30_k0,0.0,1.0,0,0,B
y_s4_i31_j30_k1,0.0,1.0,0,0,B
y_s4_i31_j30_k2,0.0,1.0,0,0,B
y_s4_i32_j40_k0,0.0,1.0,0,0,B
y_s4_i32_j40_k1,0.0,1.0,0,0,B
y_s4_i32_j40_k2,0.0,1.0,0,0,B
y_s4_i33_j35_k0,0.0,1.0,0,0,B
y_s4_i33_j35_k1,0.0,1.0,0,0,B
y_s4_i33_j35_k2,0.0,1.0,0,0,B
y_s4_i34_j33_k0,0.0,1.0,0,0,B
y_s4_i34_j33_k1,0.0,1.0,0,0,B
y_s4_i34_j33_k2,0.0,1.0,0,0,B
y_s4_i35_j32_k0,0.0,1.0,0,0,B
y_s4_i35_j32_k1,0.0,1.0,0,0,B
y_s4_i35_j32_k2,0.0,1.0,0,0,B
y_s4_i36_j49_k0,0.0,1.0,0,0,B
y_s4_i36_j49_k1,0.0,1.0,0,0,B
y_s4_i36_j49_k2,0.0,1.0,0,0,B
y_s4_i37_j39_k0,0.0,1.0,0,0,B
y_s4_i37_j39_k1,0.0,1.0,0,0,B
y_s4_i37_j39_k2,0.0,1.0,0,0,B
y_s4_i38_j15_k0,0.0,1.0,0,0,B
y_s4_i38_j15_k1,0.0,1.0,0,0,B
y_s4_i38_j15_k2,0.0,1.0,0,0,B
y_s4_i39_j53_k0,0.0,1.0,0,0,B
y_s4_i39_j53_k1,0.0,1.0,0,0,B
y_s4_i39_j53_k2,0.0,1.0,0,0,B
y_s4_i40_j37_k0,0.0,1.0,0,0,B
y_s4_i40_j37_k1,0.0,1.0,0,0,B
y_s4_i40_j37_k2,0.0,1.0,0,0,B
y_s4_i41_j4_k0,0.0,1.0,0,0,B
y_s4_i41_j4_k1,0.0,1.0,0,0,B
y_s4_i41_j4_k2,0.0,1.0,0,0,B
y_s4_i42_j44_k0,0.0,1.0,0,0,B
y_s4_i42_j44_k1,0.0,1.0,0,0,B
y_s4_i42_j44_k2,0.0,1.0,0,0,B
y_s4_i43_j19_k0,0.0,1.0,0,0,B
y_s4_i43_j19_k1,0.0,1.0,0,0,B
y_s4_i43_j19_k2,0.0,1.0,0,0,B
y_s4_i44_j50_k0,0.0,1.0,0,0,B
y_s4_i44_j50_k1,0.0,1.0,0,0,B
y_s4_i44_j50_k2,0.0,1.0,0,0,B
y_s4_i45_j18_k0,0.0,1.0,0,0,B
y_s4_i45_j18_k1,0.0,1.0,0,0,B
y_s4_i45_j18_k2,0.0,1.0,0,0,B
y_s4_i46_j42_k0,0.0,1.0,0,0,B
y_s4_i46_j42_k1,0.0,1.0,0,0,B
y_s4_i46_j42_k2,0.0,1.0,0,0,B
y_s4_i47_j41_k0,0.0,1.0,0,0,B
y_s4_i47_j41_k1,0.0,1.0,0,0,B
y_s4_i47_j41_k2,0.0,1.0,0,0,B
y_s4_i48_j51_k0,0.0,1.0,0,0,B
y_s4_i48_j51_k1,0.0,1.0,0,0,B
y_s4_i48_j51_k2,0.0,1.0,0,0,B
y_s4_i49_j26_k0,0.0,1.0,0,0,B
y_s4_i49_j26_k1,0.0,1.0,0,0,B
y_s4_i49_j26_k2,0.0,1.0,0,0,B
y_s4_i50_j48_k0,0.0,1.0,0,0,B
y_s4_i50_j48_k1,0.0,1.0,0,0,B
y_s4_i50_j48_k2,0.0,1.0,0,0,B
y_s4_i51_j36_k0,0.0,1.0,0,0,B
y_s4_i51_j36_k1,0.0,1.0,0,0,B
y_s4_i51_j36_k2,0.0,1.0,0,0,B
y_s4_i52_j47_k0,0.0,1.0,0,0,B
y_s4_i52_j47_k1,0.0,1.0,0,0,B
y_s4_i52_j47_k2,0.0,1.0,0,0,B
y_s4_i53_j43_k0,0.0,1.0,0,0,B
y_s4_i53_j43_k1,0.0,1.0,0,0,B
y_s4_i53_j43_k2,0.0,1.0,0,0,B
y_s5_i0_j2_k0,0.0,1.0,0,0,B
y_s5_i0_j2_k1,0.0,1.0,0,0,B
y_s5_i0_j2_k2,0.0,1.0,0,0,B
y_s5_i1_j22_k0,0.0,1.0,0,0,B
y_s5_i1_j22_k1,0.0,1.0,0,0,B
y_s5_i1_j22_k2,0.0,1.0,0,0,B
y_s5_i2_j1_k0,0.0,1.0,0,0,B
y_s5_i2_j1_k1,0.0,1.0,0,0,B
y_s5_i2_j1_k2,0.0,1.0,0,0,B
y_s5_i3_j9_k0,0.0,1.0,0,0,B
y_s5_i3_j9_k1,0.0,1.0,0,0,B
y_s5_i3_j9_k2,0.0,1.0,0,0,B
y_s5_i4_j34_k0,0.0,1.0,0,0,B
y_s5_i4_j34_k1,0.0,1.0,0,0,B
y_s5_i4_j34_k2,0.0,1.0,0,0,B
y_s5_i5_j0_k0,0.0,1.0,0,0,B
y_s5_i5_j0_k1,0.0,1.0,0,0,B
y_s5_i5_j0_k2,0.0,1.0,0,0,B
y_s5_i6_j52_k0,0.0,1.0,0,0,B
y_s5_i6_j52_k1,0.0,1.0,0,0,B
y_s5_i6_j52_k2,0.0,1.0,0,0,B
y_s5_i7_j3_k0,0.0,1.0,0,0,B
y_s5_i7_j3_k1,0.0,1.0,0,0,B
y_s5_i7_j3_k2,0.0,1.0,0,0,B
y_s5_i8_j10_k0,0.0,1.0,0,0,B
y_s5_i8_j10_k1,0.0,1.0,0,0,B
y_s5_i8_j10_k2,0.0,1.0,0,0,B
y_s5_i9_j6_k0,0.0,1.0,0,0,B
y_s5_i9_j6_k1,0.0,1.0,0,0,B
y_s5_i9_j6_k2,0.0,1.0,0,0,B
y_s5_i10_j5_k0,0.0,1.0,0,0,B
y_s5_i10_j5_k1,0.0,1.0,0,0,B
y_s5_i10_j5_k2,0.0,1.0,0,0,B
y_s5_i11_j8_k0,0.0,1.0,0,0,B
y_s5_i11_j8_k1,0.0,1.0,0,0,B
y_s5_i11_j8_k2,0.0,1.0,0,0,B
y_s5_i12_j11_k0,0.0,1.0,0,0,B
y_s5_i12_j11_k1,0.0,1.0,0,0,B
y_s5_i12_j11_k2,0.0,1.0,0,0,B
y_s5_i13_j14_k0,0.0,1.0,0,0,B
y_s5_i13_j14_k1,0.0,1.0,0,0,B
y_s5_i13_j14_k2,0.0,1.0,0,0,B
y_s5_i14_j12_k0,0.0,1.0,0,0,B
y_s5_i14_j12_k1,0.0,1.0,0,0,B
y_s5_i14_j12_k2,0.0,1.0,0,0,B
y_s5_i15_j13_k0,0.0,1.0,0,0,B
y_s5_i15_j13_k1,0.0,1.0,0,0,B
y_s5_i15_j13_k2,0.0,1.0,0,0,B
y_s5_i16_j17_k0,0.0,1.0,0,0,B
y_s5_i16_j17_k1,0.0,1.0,0,0,B
y_s5_i16_j17_k2,0.0,1.0,0,0,B
y_s5_i17_j38_k0,0.0,1.0,0,0,B
y_s5_i17_j38_k1,0.0,1.0,0,0,B
y_s5_i17_j38_k2,0.0,1.0,0,0,B
y_s5_i18_j20_k0,0.0,1.0,0,0,B
y_s5_i18_j20_k1,0.0,1.0,0,0,B
y_s5_i18_j20_k2,0.0,1.0,0,0,B
y_s5_i19_j45_k0,0.0,1.0,0,0,B
y_s5_i19_j45_k1,0.0,1.0,0,0,B
y_s5_i19_j45_k2,0.0,1.0,0,0,B
y_s5_i20_j16_k0,0.0,1.0,0,0,B
y_s5_i20_j16_k1,0.0,1.0,0,0,B
y_s5_i20_j16_k2,0.0,1.0,0,0,B
y_s5_i21_j24_k0,0.0,1.0,0,0,B
y_s5_i21_j24_k1,0.0,1.0,0,0,B
y_s5_i21_j24_k2,0.0,1.0,0,0,B
y_s5_i22_j21_k0,0.0,1.0,0,0,B
y_s5_i22_j21_k1,0.0,1.0,0,0,B
y_s5_i22_j21_k2,0.0,1.0,0,0,B
y_s5_i23_j46_k0,0.0,1.0,0,0,B
y_s5_i23_j46_k1,0.0,1.0,0,0,B
y_s5_i23_j46_k2,0.0,1.0,0,0,B
y_s5_i24_j23_k0,0.0,1.0,0,0,B
y_s5_i24_j23_k1,0.0,1.0,0,0,B
y_s5_i24_j23_k2,0.0,1.0,0,0,B
y_s5_i25_j31_k0,0.0,1.0,0,0,B
y_s5_i25_j31_k1,0.0,1.0,0,0,B
y_s5_i25_j31_k2,0.0,1.0,0,0,B
y_s5_i26_j27_k0,0.0,1.0,0,0,B
y_s5_i26_j27_k1,0.0,1.0,0,0,B
y_s5_i26_j27_k2,0.0,1.0,0,0,B
y_s5_i27_j28_k0,0.0,1.0,0,0,B
y_s5_i27_j28_k1,0.0,1.0,0,0,B
y_s5_i27_j28_k2,0.0,1.0,0,0,B
y_s5_i28_j25_k0,0.0,1.0,0,0,B
y_s5_i28_j25_k1,0.0,1.0,0,0,B
y_s5_i28_j25_k2,0.0,1.0,0,0,B
y_s5_i29_j7_k0,0.0,1.0,0,0,B
y_s5_i29_j7_k1,0.0,1.0,0,0,B
y_s5_i29_j7_k2,0.0,1.0,0,0,B
y_s5_i30_j29_k0,0.0,1.0,0,0,B
y_s5_i30_j29_k1,0.0,1.0,0,0,B
y_s5_i30_j29_k2,0.0,1.0,0,0,B
y_s5_i31_j30_k0,0.0,1.0,0,0,B
y_s5_i31_j30_k1,0.0,1.0,0,0,B
y_s5_i31_j30_k2,0.0,1.0,0,0,B
y_s5_i32_j40_k0,0.0,1.0,0,0,B
y_s5_i32_j40_k1,0.0,1.0,0,0,B
y_s5_i32_j40_k2,0.0,1.0,0,0,B
y_s5_i33_j35_k0,0.0,1.0,0,0,B
y_s5_i33_j35_k1,0.0,1.0,0,0,B
y_s5_i33_j35_k2,0.0,1.0,0,0,B
y_s5_i34_j33_k0,0.0,1.0,0,0,B
y_s5_i34_j33_k1,0.0,1.0,0,0,B
y_s5_i34_j33_k2,0.0,1.0,0,0,B
y_s5_i35_j32_k0,0.0,1.0,0,0,B
y_s5_i35_j32_k1,0.0,1.0,0,0,B
y_s5_i35_j32_k2,0.0,1.0,0,0,B
y_s5_i36_j49_k0,0.0,1.0,0,0,B
y_s5_i36_j49_k1,0.0,1.0,0,0,B
y_s5_i36_j49_k2,0.0,1.0,0,0,B
y_s5_i37_j39_k0,0.0,1.0,0,0,B
y_s5_i37_j39_k1,0.0,1.0,0,0,B
y_s5_i37_j39_k2,0.0,1.0,0,0,B
y_s5_i38_j15_k0,0.0,1.0,0,0,B
y_s5_i38_j15_k1,0.0,1.0,0,0,B
y_s5_i38_j15_k2,0.0,1.0,0,0,B
y_s5_i39_j53_k0,0.0,1.0,0,0,B
y_s5_i39_j53_k1,0.0,1.0,0,0,B
y_s5_i39_j53_k2,0.0,1.0,0,0,B
y_s5_i40_j37_k0,0.0,1.0,0,0,B
y_s5_i40_j37_k1,0.0,1.0,0,0,B
y_s5_i40_j37_k2,0.0,1.0,0,0,B
y_s5_i41_j4_k0,0.0,1.0,0,0,B
y_s5_i41_j4_k1,0.0,1.0,0,0,B
y_s5_i41_j4_k2,0.0,1.0,0,0,B
y_s5_i42_j44_k0,0.0,1.0,0,0,B
y_s5_i42_j44_k1,0.0,1.0,0,0,B
y_s5_i42_j44_k2,0.0,1.0,0,0,B
y_s5_i43_j19_k0,0.0,1.0,0,0,B
y_s5_i43_j19_k1,0.0,1.0,0,0,B
y_s5_i43_j19_k2,0.0,1.0,0,0,B
y_s5_i44_j50_k0,0.0,1.0,0,0,B
y_s5_i44_j50_k1,0.0,1.0,0,0,B
y_s5_i44_j50_k2,0.0,1.0,0,0,B
y_s5_i45_j18_k0,0.0,1.0,0,0,B
y_s5_i45_j18_k1,0.0,1.0,0,0,B
y_s5_i45_j18_k2,0.0,1.0,0,0,B
y_s5_i46_j42_k0,0.0,1.0,0,0,B
y_s5_i46_j42_k1,0.0,1.0,0,0,B
y_s5_i46_j42_k2,0.0,1.0,0,0,B
y_s5_i47_j41_k0,0.0,1.0,0,0,B
y_s5_i47_j41_k1,0.0,1.0,0,0,B
y_s5_i47_j41_k2,0.0,1.0,0,0,B
y_s5_i48_j51_k0,0.0,1.0,0,0,B
y_s5_i48_j51_k1,0.0,1.0,0,0,B
y_s5_i48_j51_k2,0.0,1.0,0,0,B
y_s5_i49_j26_k0,0.0,1.0,0,0,B
y_s5_i49_j26_k1,0.0,1.0,0,0,B
y_s5_i49_j26_k2,0.0,1.0,0,0,B
y_s5_i50_j48_k0,0.0,1.0,0,0,B
y_s5_i50_j48_k1,0.0,1.0,0,0,B
y_s5_i50_j48_k2,0.0,1.0,0,0,B
y_s5_i51_j36_k0,0.0,1.0,0,0,B
y_s5_i51_j36_k1,0.0,1.0,0,0,B
y_s5_i51_j36_k2,0.0,1.0,0,0,B
y_s5_i52_j47_k0,0.0,1.0,0,0,B
y_s5_i52_j47_k1,0.0,1.0,0,0,B
y_s5_i52_j47_k2,0.0,1.0,0,0,B
y_s5_i53_j43_k0,0.0,1.0,0,0,B
y_s5_i53_j43_k1,0.0,1.0,0,0,B
y_s5_i53_j43_k2,0.0,1.0,0,0,B
y_s62_i0_j2_k0,0.0,1.0,0,0,B
y_s62_i0_j2_k1,0.0,1.0,0,0,B
y_s62_i0_j2_k2,0.0,1.0,0,0,B
y_s62_i1_j22_k0,0.0,1.0,0,0,B
y_s62_i1_j22_k1,0.0,1.0,0,0,B
y_s62_i1_j22_k2,0.0,1.0,0,0,B
y_s62_i2_j1_k0,0.0,1.0,0,0,B
y_s62_i2_j1_k1,0.0,1.0,0,0,B
y_s62_i2_j1_k2,0.0,1.0,0,0,B
y_s62_i3_j9_k0,0.0,1.0,0,0,B
y_s62_i3_j9_k1,0.0,1.0,0,0,B
y_s62_i3_j9_k2,0.0,1.0,0,0,B
y_s62_i4_j34_k0,0.0,1.0,0,0,B
y_s62_i4_j34_k1,0.0,1.0,0,0,B
y_s62_i4_j34_k2,0.0,1.0,0,0,B
y_s62_i5_j0_k0,0.0,1.0,0,0,B
y_s62_i5_j0_k1,0.0,1.0,0,0,B
y_s62_i5_j0_k2,0.0,1.0,0,0,B
y_s62_i6_j52_k0,0.0,1.0,0,0,B
y_s62_i6_j52_k1,0.0,1.0,0,0,B
y_s62_i6_j52_k2,0.0,1.0,0,0,B
y_s62_i7_j3_k0,0.0,1.0,0,0,B
y_s62_i7_j3_k1,0.0,1.0,0,0,B
y_s62_i7_j3_k2,0.0,1.0,0,0,B
y_s62_i8_j10_k0,0.0,1.0,0,0,B
y_s62_i8_j10_k1,0.0,1.0,0,0,B
y_s62_i8_j10_k2,0.0,1.0,0,0,B
y_s62_i9_j6_k0,0.0,1.0,0,0,B
y_s62_i9_j6_k1,0.0,1.0,0,0,B
y_s62_i9_j6_k2,0.0,1.0,0,0,B
y_s62_i10_j5_k0,0.0,1.0,0,0,B
y_s62_i10_j5_k1,0.0,1.0,0,0,B
y_s62_i10_j5_k2,0.0,1.0,0,0,B
y_s62_i11_j8_k0,0.0,1.0,0,0,B
y_s62_i11_j8_k1,0.0,1.0,0,0,B
y_s62_i11_j8_k2,0.0,1.0,0,0,B
y_s62_i12_j11_k0,0.0,1.0,0,0,B
y_s62_i12_j11_k1,0.0,1.0,0,0,B
y_s62_i12_j11_k2,0.0,1.0,0,0,B
y_s62_i13_j14_k0,0.0,1.0,0,0,B
y_s62_i13_j14_k1,0.0,1.0,0,0,B
y_s62_i13_j14_k2,0.0,1.0,0,0,B
y_s62_i14_j12_k0,0.0,1.0,0,0,B
y_s62_i14_j12_k1,0.0,1.0,0,0,B
y_s62_i14_j12_k2,0.0,1.0,0,0,B
y_s62_i15_j13_k0,0.0,1.0,0,0,B
y_s62_i15_j13_k1,0.0,1.0,0,0,B
y_s62_i15_j13_k2,0.0,1.0,0,0,B
y_s62_i16_j17_k0,0.0,1.0,0,0,B
y_s62_i16_j17_k1,0.0,1.0,0,0,B
y_s62_i16_j17_k2,0.0,1.0,0,0,B
y_s62_i17_j38_k0,0.0,1.0,0,0,B
y_s62_i17_j38_k1,0.0,1.0,0,0,B
y_s62_i17_j38_k2,0.0,1.0,0,0,B
y_s62_i18_j20_k0,0.0,1.0,0,0,B
y_s62_i18_j20_k1,0.0,1.0,0,0,B
y_s62_i18_j20_k2,0.0,1.0,0,0,B
y_s62_i19_j45_k0,0.0,1.0,0,0,B
y_s62_i19_j45_k1,0.0,1.0,0,0,B
y_s62_i19_j45_k2,0.0,1.0,0,0,B
y_s62_i20_j16_k0,0.0,1.0,0,0,B
y_s62_i20_j16_k1,0.0,1.0,0,0,B
y_s62_i20_j16_k2,0.0,1.0,0,0,B
y_s62_i21_j24_k0,0.0,1.0,0,0,B
y_s62_i21_j24_k1,0.0,1.0,0,0,B
y_s62_i21_j24_k2,0.0,1.0,0,0,B
y_s62_i22_j21_k0,0.0,1.0,0,0,B
y_s62_i22_j21_k1,0.0,1.0,0,0,B
y_s62_i22_j21_k2,0.0,1.0,0,0,B
y_s62_i23_j46_k0,0.0,1.0,0,0,B
y_s62_i23_j46_k1,0.0,1.0,0,0,B
y_s62_i23_j46_k2,0.0,1.0,0,0,B
y_s62_i24_j23_k0,0.0,1.0,0,0,B
y_s62_i24_j23_k1,0.0,1.0,0,0,B
y_s62_i24_j23_k2,0.0,1.0,0,0,B
y_s62_i25_j31_k0,0.0,1.0,0,0,B
y_s62_i25_j31_k1,0.0,1.0,0,0,B
y_s62_i25_j31_k2,0.0,1.0,0,0,B
y_s62_i26_j27_k0,0.0,1.0,0,0,B
y_s62_i26_j27_k1,0.0,1.0,0,0,B
y_s62_i26_j27_k2,0.0,1.0,0,0,B
y_s62_i27_j28_k0,0.0,1.0,0,0,B
y_s62_i27_j28_k1,0.0,1.0,0,0,B
y_s62_i27_j28_k2,0.0,1.0,0,0,B
y_s62_i28_j25_k0,0.0,1.0,0,0,B
y_s62_i28_j25_k1,0.0,1.0,0,0,B
y_s62_i28_j25_k2,0.0,1.0,0,0,B
y_s62_i29_j7_k0,0.0,1.0,0,0,B
y_s62_i29_j7_k1,0.0,1.0,0,0,B
y_s62_i29_j7_k2,0.0,1.0,0,0,B
y_s62_i30_j29_k0,0.0,1.0,0,0,B
y_s62_i30_j29_k1,0.0,1.0,0,0,B
y_s62_i30_j29_k2,0.0,1.0,0,0,B
y_s62_i31_j30_k0,0.0,1.0,0,0,B
y_s62_i31_j30_k1,0.0,1.0,0,0,B
y_s62_i31_j30_k2,0.0,1.0,0,0,B
y_s62_i32_j40_k0,0.0,1.0,0,0,B
y_s62_i32_j40_k1,0.0,1.0,0,0,B
y_s62_i32_j40_k2,0.0,1.0,0,0,B
y_s62_i33_j35_k0,0.0,1.0,0,0,B
y_s62_i33_j35_k1,0.0,1.0,0,0,B
y_s62_i33_j35_k2,0.0,1.0,0,0,B
y_s62_i34_j33_k0,0.0,1.0,0,0,B
y_s62_i34_j33_k1,0.0,1.0,0,0,B
y_s62_i34_j33_k2,0.0,1.0,0,0,B
y_s62_i35_j32_k0,0.0,1.0,0,0,B
y_s62_i35_j32_k1,0.0,1.0,0,0,B
y_s62_i35_j32_k2,0.0,1.0,0,0,B
y_s62_i36_j49_k0,0.0,1.0,0,0,B
y_s62_i36_j49_k1,0.0,1.0,0,0,B
y_s62_i36_j49_k2,0.0,1.0,0,0,B
y_s62_i37_j39_k0,0.0,1.0,0,0,B
y_s62_i37_j39_k1,0.0,1.0,0,0,B
y_s62_i37_j39_k2,0.0,1.0,0,0,B
y_s62_i38_j15_k0,0.0,1.0,0,0,B
y_s62_i38_j15_k1,0.0,1.0,0,0,B
y_s62_i38_j15_k2,0.0,1.0,0,0,B
y_s62_i39_j53_k0,0.0,1.0,0,0,B
y_s62_i39_j53_k1,0.0,1.0,0,0,B
y_s62_i39_j53_k2,0.0,1.0,0,0,B
y_s62_i40_j37_k0,0.0,1.0,0,0,B
y_s62_i40_j37_k1,0.0,1.0,0,0,B
y_s62_i40_j37_k2,0.0,1.0,0,0,B
y_s62_i41_j4_k0,0.0,1.0,0,0,B
y_s62_i41_j4_k1,0.0,1.0,0,0,B
y_s62_i41_j4_k2,0.0,1.0,0,0,B
y_s62_i42_j44_k0,0.0,1.0,0,0,B
y_s62_i42_j44_k1,0.0,1.0,0,0,B
y_s62_i42_j44_k2,0.0,1.0,0,0,B
y_s62_i43_j19_k0,0.0,1.0,0,0,B
y_s62_i43_j19_k1,0.0,1.0,0,0,B
y_s62_i43_j19_k2,0.0,1.0,0,0,B
y_s62_i44_j50_k0,0.0,1.0,0,0,B
y_s62_i44_j50_k1,0.0,1.0,0,0,B
y_s62_i44_j50_k2,0.0,1.0,0,0,B
y_s62_i45_j18_k0,0.0,1.0,0,0,B
y_s62_i45_j18_k1,0.0,1.0,0,0,B
y_s62_i45_j18_k2,0.0,1.0,0,0,B
y_s62_i46_j42_k0,0.0,1.0,0,0,B
y_s62_i46_j42_k1,0.0,1.0,0,0,B
y_s62_i46_j42_k2,0.0,1.0,0,0,B
y_s62_i47_j41_k0,0.0,1.0,0,0,B
y_s62_i47_j41_k1,0.0,1.0,0,0,B
y_s62_i47_j41_k2,0.0,1.0,0,0,B
y_s62_i48_j51_k0,0.0,1.0,0,0,B
y_s62_i48_j51_k1,0.0,1.0,0,0,B
y_s62_i48_j51_k2,0.0,1.0,0,0,B
y_s62_i49_j26_k0,0.0,1.0,0,0,B
y_s62_i49_j26_k1,0.0,1.0,0,0,B
y_s62_i49_j26_k2,0.0,1.0,0,0,B
y_s62_i50_j48_k0,0.0,1.0,0,0,B
y_s62_i50_j48_k1,0.0,1.0,0,0,B
y_s62_i50_j48_k2,0.0,1.0,0,0,B
y_s62_i51_j36_k0,0.0,1.0,0,0,B
y_s62_i51_j36_k1,0.0,1.0,0,0,B
y_s62_i51_j36_k2,0.0,1.0,0,0,B
y_s62_i52_j47_k0,0.0,1.0,0,0,B
y_s62_i52_j47_k1,0.0,1.0,0,0,B
y_s62_i52_j47_k2,0.0,1.0,0,0,B
y_s62_i53_j43_k0,0.0,1.0,0,0,B
y_s62_i53_j43_k1,0.0,1.0,0,0,B
y_s62_i53_j43_k2,0.0,1.0,0,0,B
y_s78_i0_j2_k0,0.0,1.0,0,0,B
y_s78_i0_j2_k1,0.0,1.0,0,0,B
y_s78_i0_j2_k2,0.0,1.0,0,0,B
y_s78_i1_j22_k0,0.0,1.0,0,0,B
y_s78_i1_j22_k1,0.0,1.0,0,0,B
y_s78_i1_j22_k2,0.0,1.0,0,0,B
y_s78_i2_j1_k0,0.0,1.0,0,0,B
y_s78_i2_j1_k1,0.0,1.0,0,0,B
y_s78_i2_j1_k2,0.0,1.0,0,0,B
y_s78_i3_j9_k0,0.0,1.0,0,0,B
y_s78_i3_j9_k1,0.0,1.0,0,0,B
y_s78_i3_j9_k2,0.0,1.0,0,0,B
y_s78_i4_j34_k0,0.0,1.0,0,0,B
y_s78_i4_j34_k1,0.0,1.0,0,0,B
y_s78_i4_j34_k2,0.0,1.0,0,0,B
y_s78_i5_j0_k0,0.0,1.0,0,0,B
y_s78_i5_j0_k1,0.0,1.0,0,0,B
y_s78_i5_j0_k2,0.0,1.0,0,0,B
y_s78_i6_j52_k0,0.0,1.0,0,0,B
y_s78_i6_j52_k1,0.0,1.0,0,0,B
y_s78_i6_j52_k2,0.0,1.0,0,0,B
y_s78_i7_j3_k0,0.0,1.0,0,0,B
y_s78_i7_j3_k1,0.0,1.0,0,0,B
